GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25,HD01_VD26,HD02_VD26,HD01_VD27,HD02_VD27,HD01_VD28,HD02_VD28,HD01_VD29,HD02_VD29,HD01_VD30,HD02_VD30,HD01_VD31,HD02_VD31,HD01_VD32,HD02_VD32,HD01_VD33,HD02_VD33,HD01_VD34,HD02_VD34,HD01_VD35,HD02_VD35,HD01_VD36,HD02_VD36,HD01_VD37,HD02_VD37,HD01_VD38,HD02_VD38,HD01_VD39,HD02_VD39,HD01_VD40,HD02_VD40,HD01_VD41,HD02_VD41,HD01_VD42,HD02_VD42,HD01_VD43,HD02_VD43,HD01_VD44,HD02_VD44,HD01_VD45,HD02_VD45,HD01_VD46,HD02_VD46,HD01_VD47,HD02_VD47,HD01_VD48,HD02_VD48,HD01_VD49,HD02_VD49,HD01_VD50,HD02_VD50,HD01_VD51,HD02_VD51,HD01_VD52,HD02_VD52,HD01_VD53,HD02_VD53,HD01_VD54,HD02_VD54,HD01_VD55,HD02_VD55,HD01_VD56,HD02_VD56,HD01_VD57,HD02_VD57,HD01_VD58,HD02_VD58,HD01_VD59,HD02_VD59,HD01_VD60,HD02_VD60,HD01_VD61,HD02_VD61,HD01_VD62,HD02_VD62,HD01_VD63,HD02_VD63,HD01_VD64,HD02_VD64,HD01_VD65,HD02_VD65,HD01_VD66,HD02_VD66,HD01_VD67,HD02_VD67,HD01_VD68,HD02_VD68,HD01_VD69,HD02_VD69,HD01_VD70,HD02_VD70,HD01_VD71,HD02_VD71,HD01_VD72,HD02_VD72,HD01_VD73,HD02_VD73,HD01_VD74,HD02_VD74,HD01_VD75,HD02_VD75,HD01_VD76,HD02_VD76,HD01_VD77,HD02_VD77,HD01_VD78,HD02_VD78,HD01_VD79,HD02_VD79,HD01_VD80,HD02_VD80,HD01_VD81,HD02_VD81,HD01_VD82,HD02_VD82,HD01_VD83,HD02_VD83,HD01_VD84,HD02_VD84,HD01_VD85,HD02_VD85,HD01_VD86,HD02_VD86,HD01_VD87,HD02_VD87,HD01_VD88,HD02_VD88,HD01_VD89,HD02_VD89,HD01_VD90,HD02_VD90,HD01_VD91,HD02_VD91,HD01_VD92,HD02_VD92,HD01_VD93,HD02_VD93,HD01_VD94,HD02_VD94,HD01_VD95,HD02_VD95,HD01_VD96,HD02_VD96,HD01_VD97,HD02_VD97,HD01_VD98,HD02_VD98,HD01_VD99,HD02_VD99,HD01_VD100,HD02_VD100,HD01_VD101,HD02_VD101,HD01_VD102,HD02_VD102,HD01_VD103,HD02_VD103,HD01_VD104,HD02_VD104,HD01_VD105,HD02_VD105,HD01_VD106,HD02_VD106,HD01_VD107,HD02_VD107,HD01_VD108,HD02_VD108,HD01_VD109,HD02_VD109,HD01_VD110,HD02_VD110,HD01_VD111,HD02_VD111,HD01_VD112,HD02_VD112,HD01_VD113,HD02_VD113,HD01_VD114,HD02_VD114,HD01_VD115,HD02_VD115,HD01_VD116,HD02_VD116,HD01_VD117,HD02_VD117,HD01_VD118,HD02_VD118,HD01_VD119,HD02_VD119,HD01_VD120,HD02_VD120,HD01_VD121,HD02_VD121,HD01_VD122,HD02_VD122,HD01_VD123,HD02_VD123,HD01_VD124,HD02_VD124,HD01_VD125,HD02_VD125,HD01_VD126,HD02_VD126,HD01_VD127,HD02_VD127,HD01_VD128,HD02_VD128,HD01_VD129,HD02_VD129,HD01_VD130,HD02_VD130,HD01_VD131,HD02_VD131,HD01_VD132,HD02_VD132,HD01_VD133,HD02_VD133,HD01_VD134,HD02_VD134,HD01_VD135,HD02_VD135,HD01_VD136,HD02_VD136,HD01_VD137,HD02_VD137,HD01_VD138,HD02_VD138,HD01_VD139,HD02_VD139,HD01_VD140,HD02_VD140,HD01_VD141,HD02_VD141,HD01_VD142,HD02_VD142,HD01_VD143,HD02_VD143,HD01_VD144,HD02_VD144,HD01_VD145,HD02_VD145,HD01_VD146,HD02_VD146,HD01_VD147,HD02_VD147,HD01_VD148,HD02_VD148,HD01_VD149,HD02_VD149,HD01_VD150,HD02_VD150,HD01_VD151,HD02_VD151,HD01_VD152,HD02_VD152,HD01_VD153,HD02_VD153,HD01_VD154,HD02_VD154,HD01_VD155,HD02_VD155,HD01_VD156,HD02_VD156,HD01_VD157,HD02_VD157,HD01_VD158,HD02_VD158,HD01_VD159,HD02_VD159,HD01_VD160,HD02_VD160,HD01_VD161,HD02_VD161
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Europe:,Margin of Error; Europe:,Estimate; Europe: - Northern Europe:,Margin of Error; Europe: - Northern Europe:,Estimate; Europe: - Northern Europe: - United Kingdom (inc. Crown Dependencies):,Margin of Error; Europe: - Northern Europe: - United Kingdom (inc. Crown Dependencies):,"Estimate; Europe: - Northern Europe: - United Kingdom (inc. Crown Dependencies): - United Kingdom, excluding England and Scotland","Margin of Error; Europe: - Northern Europe: - United Kingdom (inc. Crown Dependencies): - United Kingdom, excluding England and Scotland",Estimate; Europe: - Northern Europe: - United Kingdom (inc. Crown Dependencies): - England,Margin of Error; Europe: - Northern Europe: - United Kingdom (inc. Crown Dependencies): - England,Estimate; Europe: - Northern Europe: - United Kingdom (inc. Crown Dependencies): - Scotland,Margin of Error; Europe: - Northern Europe: - United Kingdom (inc. Crown Dependencies): - Scotland,Estimate; Europe: - Northern Europe: - Ireland,Margin of Error; Europe: - Northern Europe: - Ireland,Estimate; Europe: - Northern Europe: - Denmark,Margin of Error; Europe: - Northern Europe: - Denmark,Estimate; Europe: - Northern Europe: - Norway,Margin of Error; Europe: - Northern Europe: - Norway,Estimate; Europe: - Northern Europe: - Sweden,Margin of Error; Europe: - Northern Europe: - Sweden,Estimate; Europe: - Northern Europe: - Other Northern Europe,Margin of Error; Europe: - Northern Europe: - Other Northern Europe,Estimate; Europe: - Western Europe:,Margin of Error; Europe: - Western Europe:,Estimate; Europe: - Western Europe: - Austria,Margin of Error; Europe: - Western Europe: - Austria,Estimate; Europe: - Western Europe: - Belgium,Margin of Error; Europe: - Western Europe: - Belgium,Estimate; Europe: - Western Europe: - France,Margin of Error; Europe: - Western Europe: - France,Estimate; Europe: - Western Europe: - Germany,Margin of Error; Europe: - Western Europe: - Germany,Estimate; Europe: - Western Europe: - Netherlands,Margin of Error; Europe: - Western Europe: - Netherlands,Estimate; Europe: - Western Europe: - Switzerland,Margin of Error; Europe: - Western Europe: - Switzerland,Estimate; Europe: - Western Europe: - Other Western Europe,Margin of Error; Europe: - Western Europe: - Other Western Europe,Estimate; Europe: - Southern Europe:,Margin of Error; Europe: - Southern Europe:,Estimate; Europe: - Southern Europe: - Greece,Margin of Error; Europe: - Southern Europe: - Greece,Estimate; Europe: - Southern Europe: - Italy,Margin of Error; Europe: - Southern Europe: - Italy,Estimate; Europe: - Southern Europe: - Portugal,Margin of Error; Europe: - Southern Europe: - Portugal,Estimate; Europe: - Southern Europe: - Spain,Margin of Error; Europe: - Southern Europe: - Spain,Estimate; Europe: - Southern Europe: - Other Southern Europe,Margin of Error; Europe: - Southern Europe: - Other Southern Europe,Estimate; Europe: - Eastern Europe:,Margin of Error; Europe: - Eastern Europe:,Estimate; Europe: - Eastern Europe: - Albania,Margin of Error; Europe: - Eastern Europe: - Albania,Estimate; Europe: - Eastern Europe: - Belarus,Margin of Error; Europe: - Eastern Europe: - Belarus,Estimate; Europe: - Eastern Europe: - Bulgaria,Margin of Error; Europe: - Eastern Europe: - Bulgaria,Estimate; Europe: - Eastern Europe: - Croatia,Margin of Error; Europe: - Eastern Europe: - Croatia,Estimate; Europe: - Eastern Europe: - Czechoslovakia (includes Czech Republic and Slovakia),Margin of Error; Europe: - Eastern Europe: - Czechoslovakia (includes Czech Republic and Slovakia),Estimate; Europe: - Eastern Europe: - Hungary,Margin of Error; Europe: - Eastern Europe: - Hungary,Estimate; Europe: - Eastern Europe: - Latvia,Margin of Error; Europe: - Eastern Europe: - Latvia,Estimate; Europe: - Eastern Europe: - Lithuania,Margin of Error; Europe: - Eastern Europe: - Lithuania,Estimate; Europe: - Eastern Europe: - Macedonia,Margin of Error; Europe: - Eastern Europe: - Macedonia,Estimate; Europe: - Eastern Europe: - Moldova,Margin of Error; Europe: - Eastern Europe: - Moldova,Estimate; Europe: - Eastern Europe: - Poland,Margin of Error; Europe: - Eastern Europe: - Poland,Estimate; Europe: - Eastern Europe: - Romania,Margin of Error; Europe: - Eastern Europe: - Romania,Estimate; Europe: - Eastern Europe: - Russia,Margin of Error; Europe: - Eastern Europe: - Russia,Estimate; Europe: - Eastern Europe: - Ukraine,Margin of Error; Europe: - Eastern Europe: - Ukraine,Estimate; Europe: - Eastern Europe: - Bosnia and Herzegovina,Margin of Error; Europe: - Eastern Europe: - Bosnia and Herzegovina,Estimate; Europe: - Eastern Europe: - Yugoslavia,Margin of Error; Europe: - Eastern Europe: - Yugoslavia,Estimate; Europe: - Eastern Europe: - Yugoslavia - Serbia,Margin of Error; Europe: - Eastern Europe: - Yugoslavia - Serbia,Estimate; Europe: - Eastern Europe: - Other Eastern Europe,Margin of Error; Europe: - Eastern Europe: - Other Eastern Europe,"Estimate; Europe: - Europe, n.e.c.","Margin of Error; Europe: - Europe, n.e.c.",Estimate; Asia:,Margin of Error; Asia:,Estimate; Asia: - Eastern Asia:,Margin of Error; Asia: - Eastern Asia:,Estimate; Asia: - Eastern Asia: - China:,Margin of Error; Asia: - Eastern Asia: - China:,"Estimate; Asia: - Eastern Asia: - China: - China, excluding Hong Kong and Taiwan","Margin of Error; Asia: - Eastern Asia: - China: - China, excluding Hong Kong and Taiwan",Estimate; Asia: - Eastern Asia: - China: - Hong Kong,Margin of Error; Asia: - Eastern Asia: - China: - Hong Kong,Estimate; Asia: - Eastern Asia: - China: - Taiwan,Margin of Error; Asia: - Eastern Asia: - China: - Taiwan,Estimate; Asia: - Eastern Asia: - Japan,Margin of Error; Asia: - Eastern Asia: - Japan,Estimate; Asia: - Eastern Asia: - Korea,Margin of Error; Asia: - Eastern Asia: - Korea,Estimate; Asia: - Eastern Asia: - Other Eastern Asia,Margin of Error; Asia: - Eastern Asia: - Other Eastern Asia,Estimate; Asia: - South Central Asia:,Margin of Error; Asia: - South Central Asia:,Estimate; Asia: - South Central Asia: - Afghanistan,Margin of Error; Asia: - South Central Asia: - Afghanistan,Estimate; Asia: - South Central Asia: - Bangladesh,Margin of Error; Asia: - South Central Asia: - Bangladesh,Estimate; Asia: - South Central Asia: - India,Margin of Error; Asia: - South Central Asia: - India,Estimate; Asia: - South Central Asia: - Iran,Margin of Error; Asia: - South Central Asia: - Iran,Estimate; Asia: - South Central Asia: - Kazakhstan,Margin of Error; Asia: - South Central Asia: - Kazakhstan,Estimate; Asia: - South Central Asia: - Nepal,Margin of Error; Asia: - South Central Asia: - Nepal,Estimate; Asia: - South Central Asia: - Pakistan,Margin of Error; Asia: - South Central Asia: - Pakistan,Estimate; Asia: - South Central Asia: - Sri Lanka,Margin of Error; Asia: - South Central Asia: - Sri Lanka,Estimate; Asia: - South Central Asia: - Uzbekistan,Margin of Error; Asia: - South Central Asia: - Uzbekistan,Estimate; Asia: - South Central Asia: - Other South Central Asia,Margin of Error; Asia: - South Central Asia: - Other South Central Asia,Estimate; Asia: - South Eastern Asia:,Margin of Error; Asia: - South Eastern Asia:,Estimate; Asia: - South Eastern Asia: - Cambodia,Margin of Error; Asia: - South Eastern Asia: - Cambodia,Estimate; Asia: - South Eastern Asia: - Indonesia,Margin of Error; Asia: - South Eastern Asia: - Indonesia,Estimate; Asia: - South Eastern Asia: - Laos,Margin of Error; Asia: - South Eastern Asia: - Laos,Estimate; Asia: - South Eastern Asia: - Malaysia,Margin of Error; Asia: - South Eastern Asia: - Malaysia,Estimate; Asia: - South Eastern Asia: - Burma,Margin of Error; Asia: - South Eastern Asia: - Burma,Estimate; Asia: - South Eastern Asia: - Philippines,Margin of Error; Asia: - South Eastern Asia: - Philippines,Estimate; Asia: - South Eastern Asia: - Singapore,Margin of Error; Asia: - South Eastern Asia: - Singapore,Estimate; Asia: - South Eastern Asia: - Thailand,Margin of Error; Asia: - South Eastern Asia: - Thailand,Estimate; Asia: - South Eastern Asia: - Vietnam,Margin of Error; Asia: - South Eastern Asia: - Vietnam,Estimate; Asia: - South Eastern Asia: - Other South Eastern Asia,Margin of Error; Asia: - South Eastern Asia: - Other South Eastern Asia,Estimate; Asia: - Western Asia:,Margin of Error; Asia: - Western Asia:,Estimate; Asia: - Western Asia: - Iraq,Margin of Error; Asia: - Western Asia: - Iraq,Estimate; Asia: - Western Asia: - Israel,Margin of Error; Asia: - Western Asia: - Israel,Estimate; Asia: - Western Asia: - Jordan,Margin of Error; Asia: - Western Asia: - Jordan,Estimate; Asia: - Western Asia: - Kuwait,Margin of Error; Asia: - Western Asia: - Kuwait,Estimate; Asia: - Western Asia: - Lebanon,Margin of Error; Asia: - Western Asia: - Lebanon,Estimate; Asia: - Western Asia: - Saudi Arabia,Margin of Error; Asia: - Western Asia: - Saudi Arabia,Estimate; Asia: - Western Asia: - Syria,Margin of Error; Asia: - Western Asia: - Syria,Estimate; Asia: - Western Asia: - Yemen,Margin of Error; Asia: - Western Asia: - Yemen,Estimate; Asia: - Western Asia: - Turkey,Margin of Error; Asia: - Western Asia: - Turkey,Estimate; Asia: - Western Asia: - Armenia,Margin of Error; Asia: - Western Asia: - Armenia,Estimate; Asia: - Western Asia: - Other Western Asia,Margin of Error; Asia: - Western Asia: - Other Western Asia,"Estimate; Asia: - Asia,n.e.c.","Margin of Error; Asia: - Asia,n.e.c.",Estimate; Africa:,Margin of Error; Africa:,Estimate; Africa: - Eastern Africa:,Margin of Error; Africa: - Eastern Africa:,Estimate; Africa: - Eastern Africa: - Eritrea,Margin of Error; Africa: - Eastern Africa: - Eritrea,Estimate; Africa: - Eastern Africa: - Ethiopia,Margin of Error; Africa: - Eastern Africa: - Ethiopia,Estimate; Africa: - Eastern Africa: - Kenya,Margin of Error; Africa: - Eastern Africa: - Kenya,Estimate; Africa: - Eastern Africa: - Other Eastern Africa,Margin of Error; Africa: - Eastern Africa: - Other Eastern Africa,Estimate; Africa: - Middle Africa:,Margin of Error; Africa: - Middle Africa:,Estimate; Africa: - Middle Africa: - Cameroon,Margin of Error; Africa: - Middle Africa: - Cameroon,Estimate; Africa: - Middle Africa: - Other Middle Africa,Margin of Error; Africa: - Middle Africa: - Other Middle Africa,Estimate; Africa: - Northern Africa:,Margin of Error; Africa: - Northern Africa:,Estimate; Africa: - Northern Africa: - Egypt,Margin of Error; Africa: - Northern Africa: - Egypt,Estimate; Africa: - Northern Africa: - Morocco,Margin of Error; Africa: - Northern Africa: - Morocco,Estimate; Africa: - Northern Africa: - Sudan,Margin of Error; Africa: - Northern Africa: - Sudan,Estimate; Africa: - Northern Africa: - Other Northern Africa,Margin of Error; Africa: - Northern Africa: - Other Northern Africa,Estimate; Africa: - Southern Africa:,Margin of Error; Africa: - Southern Africa:,Estimate; Africa: - Southern Africa: - South Africa,Margin of Error; Africa: - Southern Africa: - South Africa,Estimate; Africa: - Southern Africa: - Other Southern Africa,Margin of Error; Africa: - Southern Africa: - Other Southern Africa,Estimate; Africa: - Western Africa:,Margin of Error; Africa: - Western Africa:,Estimate; Africa: - Western Africa: - Cape Verde,Margin of Error; Africa: - Western Africa: - Cape Verde,Estimate; Africa: - Western Africa: - Ghana,Margin of Error; Africa: - Western Africa: - Ghana,Estimate; Africa: - Western Africa: - Liberia,Margin of Error; Africa: - Western Africa: - Liberia,Estimate; Africa: - Western Africa: - Nigeria,Margin of Error; Africa: - Western Africa: - Nigeria,Estimate; Africa: - Western Africa: - Sierra Leone,Margin of Error; Africa: - Western Africa: - Sierra Leone,Estimate; Africa: - Western Africa: - Other Western Africa,Margin of Error; Africa: - Western Africa: - Other Western Africa,"Estimate; Africa: - Africa, n.e.c.","Margin of Error; Africa: - Africa, n.e.c.",Estimate; Oceania:,Margin of Error; Oceania:,Estimate; Oceania: - Australia and New Zealand Subregion:,Margin of Error; Oceania: - Australia and New Zealand Subregion:,Estimate; Oceania: - Australia and New Zealand Subregion: - Australia,Margin of Error; Oceania: - Australia and New Zealand Subregion: - Australia,Estimate; Oceania: - Australia and New Zealand Subregion: - Other Australian and New Zealand Subregion,Margin of Error; Oceania: - Australia and New Zealand Subregion: - Other Australian and New Zealand Subregion,Estimate; Oceania: - Fiji,Margin of Error; Oceania: - Fiji,"Estimate; Oceania: - Oceania, n.e.c.","Margin of Error; Oceania: - Oceania, n.e.c.",Estimate; Americas:,Margin of Error; Americas:,Estimate; Americas: - Latin America:,Margin of Error; Americas: - Latin America:,Estimate; Americas: - Latin America: - Caribbean:,Margin of Error; Americas: - Latin America: - Caribbean:,Estimate; Americas: - Latin America: - Caribbean: - Bahamas,Margin of Error; Americas: - Latin America: - Caribbean: - Bahamas,Estimate; Americas: - Latin America: - Caribbean: - Barbados,Margin of Error; Americas: - Latin America: - Caribbean: - Barbados,Estimate; Americas: - Latin America: - Caribbean: - Cuba,Margin of Error; Americas: - Latin America: - Caribbean: - Cuba,Estimate; Americas: - Latin America: - Caribbean: - Dominica,Margin of Error; Americas: - Latin America: - Caribbean: - Dominica,Estimate; Americas: - Latin America: - Caribbean: - Dominican Republic,Margin of Error; Americas: - Latin America: - Caribbean: - Dominican Republic,Estimate; Americas: - Latin America: - Caribbean: - Grenada,Margin of Error; Americas: - Latin America: - Caribbean: - Grenada,Estimate; Americas: - Latin America: - Caribbean: - Haiti,Margin of Error; Americas: - Latin America: - Caribbean: - Haiti,Estimate; Americas: - Latin America: - Caribbean: - Jamaica,Margin of Error; Americas: - Latin America: - Caribbean: - Jamaica,Estimate; Americas: - Latin America: - Caribbean: - St. Vincent and the Grenadines,Margin of Error; Americas: - Latin America: - Caribbean: - St. Vincent and the Grenadines,Estimate; Americas: - Latin America: - Caribbean: - Trinidad and Tobago,Margin of Error; Americas: - Latin America: - Caribbean: - Trinidad and Tobago,Estimate; Americas: - Latin America: - Caribbean: - West Indies,Margin of Error; Americas: - Latin America: - Caribbean: - West Indies,Estimate; Americas: - Latin America: - Caribbean: - Other Caribbean,Margin of Error; Americas: - Latin America: - Caribbean: - Other Caribbean,Estimate; Americas: - Latin America: - Central America:,Margin of Error; Americas: - Latin America: - Central America:,Estimate; Americas: - Latin America: - Central America: - Mexico,Margin of Error; Americas: - Latin America: - Central America: - Mexico,Estimate; Americas: - Latin America: - Central America: - Belize,Margin of Error; Americas: - Latin America: - Central America: - Belize,Estimate; Americas: - Latin America: - Central America: - Costa Rica,Margin of Error; Americas: - Latin America: - Central America: - Costa Rica,Estimate; Americas: - Latin America: - Central America: - El Salvador,Margin of Error; Americas: - Latin America: - Central America: - El Salvador,Estimate; Americas: - Latin America: - Central America: - Guatemala,Margin of Error; Americas: - Latin America: - Central America: - Guatemala,Estimate; Americas: - Latin America: - Central America: - Honduras,Margin of Error; Americas: - Latin America: - Central America: - Honduras,Estimate; Americas: - Latin America: - Central America: - Nicaragua,Margin of Error; Americas: - Latin America: - Central America: - Nicaragua,Estimate; Americas: - Latin America: - Central America: - Panama,Margin of Error; Americas: - Latin America: - Central America: - Panama,Estimate; Americas: - Latin America: - Central America: - Other Central America,Margin of Error; Americas: - Latin America: - Central America: - Other Central America,Estimate; Americas: - Latin America: - South America:,Margin of Error; Americas: - Latin America: - South America:,Estimate; Americas: - Latin America: - South America: - Argentina,Margin of Error; Americas: - Latin America: - South America: - Argentina,Estimate; Americas: - Latin America: - South America: - Bolivia,Margin of Error; Americas: - Latin America: - South America: - Bolivia,Estimate; Americas: - Latin America: - South America: - Brazil,Margin of Error; Americas: - Latin America: - South America: - Brazil,Estimate; Americas: - Latin America: - South America: - Chile,Margin of Error; Americas: - Latin America: - South America: - Chile,Estimate; Americas: - Latin America: - South America: - Colombia,Margin of Error; Americas: - Latin America: - South America: - Colombia,Estimate; Americas: - Latin America: - South America: - Ecuador,Margin of Error; Americas: - Latin America: - South America: - Ecuador,Estimate; Americas: - Latin America: - South America: - Guyana,Margin of Error; Americas: - Latin America: - South America: - Guyana,Estimate; Americas: - Latin America: - South America: - Peru,Margin of Error; Americas: - Latin America: - South America: - Peru,Estimate; Americas: - Latin America: - South America: - Uruguay,Margin of Error; Americas: - Latin America: - South America: - Uruguay,Estimate; Americas: - Latin America: - South America: - Venezuela,Margin of Error; Americas: - Latin America: - South America: - Venezuela,Estimate; Americas: - Latin America: - South America: - Other South America,Margin of Error; Americas: - Latin America: - South America: - Other South America,Estimate; Americas: - Northern America:,Margin of Error; Americas: - Northern America:,Estimate; Americas: - Northern America: - Canada,Margin of Error; Americas: - Northern America: - Canada,Estimate; Americas: - Northern America: - Other Northern America,Margin of Error; Americas: - Northern America: - Other Northern America
0100000US,,United States,39955673,115146,4817437,43994,923564,15720,669794,13058,259311,8241,346565,9515,63918,4365,124457,6395,29441,2662,25637,2953,48366,3935,25869,3210,961791,17946,48094,3530,32408,3762,147959,7852,604616,12966,85987,5373,40007,3278,2720,976,779294,15822,135639,7841,364972,10044,189333,9105,83242,5839,6108,1462,2143055,32429,77407,7567,56217,5168,62684,5998,47740,5086,71755,7055,78368,6067,23218,2896,33888,4229,26759,4571,33659,5341,475503,15578,151767,8789,383166,12910,326493,13533,125793,10759,97608,7697,30715,3695,71030,5337,9733,1939,11283574,46957,3599931,41107,2166526,35127,1608095,29258,199971,9635,358460,12358,319256,11466,1100422,24049,13727,3164,2863344,32986,54458,7691,153691,10391,1780322,26091,356756,13374,22401,3232,69458,6596,299581,13842,43585,5628,44636,5930,38456,4670,3872963,38425,164746,10863,99768,7062,192302,10001,65169,4804,82200,7021,1777588,26578,26946,2887,222759,9960,1240542,26118,943,760,904171,25596,159800,13653,127896,8454,63615,6881,26318,2941,121000,7645,45016,7199,59554,5844,40276,6650,106271,7266,89261,8491,65164,6714,43165,4416,1606914,32680,475832,19579,29681,4628,173592,12863,88519,8659,184040,11599,88711,8629,40649,5821,48062,7220,280280,13730,137799,10076,63165,6053,44863,5843,34453,4527,79914,5954,77985,5886,1929,778,573791,19329,33460,4437,124696,7499,66089,6717,219309,13471,34935,5020,95302,10250,108386,9756,216736,10114,103301,5961,71535,5246,31766,3616,39277,5329,74158,6390,22031012,88870,21224087,89776,3730644,41793,31602,3916,52829,4690,1104679,27222,28540,3493,879187,23782,29110,3314,587149,21453,659771,20393,23088,3645,229926,11017,31781,4446,72982,6234,14763612,90254,11711103,83028,47197,5054,81933,7612,1214049,34387,830824,28813,522581,23846,247593,15419,99419,5967,8913,2528,2729831,42165,171534,10446,78900,8397,339613,15262,91172,6799,636555,18715,443173,20175,265271,12547,428547,17594,50176,6086,184039,10634,40851,4925,806925,15810,798649,15695,8276,2660
