No.,State,Country
972,,Mexico
973,TAMAULIPAS,Mexico
974,CHIAPAS,Mexico
975,OAXACA,Mexico
976,CHIAPAS,Mexico
977,OAXACA,Mexico
978,Nuevo León,Mexico
979,TAMAULIPAS,Mexico
980,SONORA,Mexico
981,QUINTANA ROO,Mexico
982,TABASCO,Mexico
983,CHIAPAS,Mexico
984,Distrito Federal,Mexico
985,AGUASCALIENTES,Mexico
986,TLAXCALA,Mexico
987,Distrito Federal,Mexico
988,,Mexico
989,,Mexico
990,QUINTANA ROO,Mexico
991,PUEBLA,Mexico
992,QUINTANA ROO,Mexico
993,JALISCO,Mexico
994,VERACRUZ,Mexico
995,QUINTANA ROO,Mexico
996,QUINTANA ROO,Mexico
997,CHIAPAS,Mexico
998,TABASCO,Mexico
999,QUINTANA ROO,Mexico
1000,QUINTANA ROO,Mexico
1001,OAXACA,Mexico
1002,Nuevo León,Mexico
1003,,Mexico
1004,CAMPECHE,Mexico
1005,Distrito Federal,Mexico
1006,Distrito Federal,Mexico
1007,CHIAPAS,Mexico
1008,QUINTANA ROO,Mexico
1009,CHIAPAS,Mexico
1010,TABASCO,Mexico
1011,PUEBLA,Mexico
1012,OAXACA,Mexico
1013,,Mexico
1014,OAXACA,Mexico
1015,MORELOS,Mexico
1016,TAMAULIPAS,Mexico
1017,,Mexico
1018,BAJA CALIFORNIA,Mexico
1019,CHIAPAS,Mexico
1020,BAJA CALIFORNIA,Mexico
1021,CHIAPAS,Mexico
1022,CHIAPAS,Mexico
1023,Yucatán,Mexico
1024,PUEBLA,Mexico
1025,SONORA,Mexico
1026,TABASCO,Mexico
1027,OAXACA,Mexico
1028,CHIAPAS,Mexico
1029,CHIAPAS,Mexico
1030,TABASCO,Mexico
1031,CHIAPAS,Mexico
1032,CHIAPAS,Mexico
1033,TABASCO,Mexico
1034,CHIAPAS,Mexico
1035,CHIAPAS,Mexico
1036,,Mexico
1037,CHIAPAS,Mexico
1038,CHIAPAS,Mexico
1039,OAXACA,Mexico
1040,VERACRUZ,Mexico
1041,San Luis Potosí,Mexico
1042,,Mexico
1043,Nuevo León,Mexico
1044,CHIHUAHUA,Mexico
1045,COAHUILA,Mexico
1046,VERACRUZ,Mexico
1047,Distrito Federal,Mexico
1048,VERACRUZ,Mexico
1049,,Mexico
1050,Querétaro,Mexico
1051,Distrito Federal,Mexico
1052,,Mexico
1053,CAMPECHE,Mexico
1054,Distrito Federal,Mexico
1055,Distrito Federal,Mexico
1056,San Luis Potosí,Mexico
1057,COAHUILA,Mexico
1058,CAMPECHE,Mexico
1059,COAHUILA,Mexico
1060,TAMAULIPAS,Mexico
1061,JALISCO,Mexico
1062,SONORA,Mexico
1063,,Mexico
1064,VERACRUZ,Mexico
1065,Distrito Federal,Mexico
1066,COAHUILA,Mexico
1067,,Mexico
1068,Querétaro,Mexico
1069,VERACRUZ,Mexico
1070,CHIAPAS,Mexico
1071,,Mexico
1072,VERACRUZ,Mexico
1073,HIDALGO,Mexico
1074,COAHUILA,Mexico
1075,Nuevo León,Mexico
1076,,Mexico
1077,VERACRUZ,Mexico
1078,SONORA,Mexico
1079,Distrito Federal,Mexico
1080,CHIHUAHUA,Mexico
1081,Distrito Federal,Mexico
1082,TABASCO,Mexico
1083,TABASCO,Mexico
1084,,Mexico
1085,CAMPECHE,Mexico
1086,Distrito Federal,Mexico
1087,CHIAPAS,Mexico
1088,PUEBLA,Mexico
1089,TABASCO,Mexico
1090,San Luis Potosí,Mexico
1091,Distrito Federal,Mexico
1092,TABASCO,Mexico
1093,TABASCO,Mexico
1094,VERACRUZ,Mexico
1095,Distrito Federal,Mexico
1096,Distrito Federal,Mexico
1097,JALISCO,Mexico
1098,VERACRUZ,Mexico
1099,CAMPECHE,Mexico
1100,PUEBLA,Mexico
1101,COAHUILA,Mexico
1102,BAJA CALIFORNIA,Mexico
1103,VERACRUZ,Mexico
1104,VERACRUZ,Mexico
1105,COAHUILA,Mexico
1106,San Luis Potosí,Mexico
1107,CAMPECHE,Mexico
1108,COAHUILA,Mexico
1109,,Mexico
1110,Distrito Federal,Mexico
1111,COAHUILA,Mexico
1112,GUERRERO,Mexico
1113,CAMPECHE,Mexico
1114,VERACRUZ,Mexico
1115,PUEBLA,Mexico
1116,,Mexico
1117,Distrito Federal,Mexico
1118,JALISCO,Mexico
1119,Distrito Federal,Mexico
1120,Distrito Federal,Mexico
1121,Distrito Federal,Mexico
1122,Yucatán,Mexico
1123,Distrito Federal,Mexico
1124,BAJA CALIFORNIA SUR,Mexico
1125,Nuevo León,Mexico
1126,Nuevo León,Mexico
1127,Distrito Federal,Mexico
1128,NAYARIT,Mexico
1129,BAJA CALIFORNIA SUR,Mexico
1130,JALISCO,Mexico
1131,PUEBLA,Mexico
1132,Nuevo León,Mexico
1133,Nuevo León,Mexico
1134,NAYARIT,Mexico
1135,JALISCO,Mexico
1136,Distrito Federal,Mexico
1137,Distrito Federal,Mexico
1138,JALISCO,Mexico
1139,Yucatán,Mexico
1140,Distrito Federal,Mexico
1141,SONORA,Mexico
1142,Distrito Federal,Mexico
1143,JALISCO,Mexico
1144,PUEBLA,Mexico
1145,,Mexico
1146,Distrito Federal,Mexico
1147,BAJA CALIFORNIA,Mexico
1148,PUEBLA,Mexico
1149,Distrito Federal,Mexico
1150,BAJA CALIFORNIA SUR,Mexico
1151,Distrito Federal,Mexico
1152,Nuevo León,Mexico
1153,BAJA CALIFORNIA,Mexico
1154,NAYARIT,Mexico
1155,BAJA CALIFORNIA,Mexico
1156,BAJA CALIFORNIA,Mexico
1157,TABASCO,Mexico
1158,Michoacán,Mexico
1159,CHIAPAS,Mexico
1160,Michoacán,Mexico
1161,SONORA,Mexico
1162,BAJA CALIFORNIA SUR,Mexico
1163,Michoacán,Mexico
1164,ZACATECAS,Mexico
1165,TAMAULIPAS,Mexico
1166,AGUASCALIENTES,Mexico
1167,CHIAPAS,Mexico
1168,CHIAPAS,Mexico
1169,QUINTANA ROO,Mexico
1170,Distrito Federal,Mexico
1171,JALISCO,Mexico
1172,GUERRERO,Mexico
1173,GUERRERO,Mexico
1174,SONORA,Mexico
1175,TABASCO,Mexico
1176,Distrito Federal,Mexico
1177,TAMAULIPAS,Mexico
1178,PUEBLA,Mexico
1179,TAMAULIPAS,Mexico
1180,,Mexico
1181,TAMAULIPAS,Mexico
1182,TAMAULIPAS,Mexico
1183,TAMAULIPAS,Mexico
1184,Distrito Federal,Mexico
1185,TAMAULIPAS,Mexico
1186,GUANAJUATO,Mexico
1187,TABASCO,Mexico
1188,JALISCO,Mexico
1189,Distrito Federal,Mexico
1190,CHIAPAS,Mexico
1191,TAMAULIPAS,Mexico
1192,QUINTANA ROO,Mexico
1193,Distrito Federal,Mexico
1194,TABASCO,Mexico
1195,CHIAPAS,Mexico
1196,Distrito Federal,Mexico
1197,TABASCO,Mexico
1198,GUANAJUATO,Mexico
1199,Yucatán,Mexico
1200,TABASCO,Mexico
1201,TAMAULIPAS,Mexico
1202,TAMAULIPAS,Mexico
1203,TAMAULIPAS,Mexico
1204,Michoacán,Mexico
1205,TAMAULIPAS,Mexico
1206,Distrito Federal,Mexico
1207,Distrito Federal,Mexico
1208,QUINTANA ROO,Mexico
1209,CHIAPAS,Mexico
1210,ZACATECAS,Mexico
1211,QUINTANA ROO,Mexico
1212,QUINTANA ROO,Mexico
1213,VERACRUZ,Mexico
1214,TLAXCALA,Mexico
1215,Distrito Federal,Mexico
1216,MORELOS,Mexico
1217,JALISCO,Mexico
1218,Nuevo León,Mexico
1219,MORELOS,Mexico
1220,ZACATECAS,Mexico
1221,,Mexico
1222,VERACRUZ,Mexico
1223,QUINTANA ROO,Mexico
1224,Distrito Federal,Mexico
1225,OAXACA,Mexico
1226,CHIHUAHUA,Mexico
1227,,Mexico
1228,CHIHUAHUA,Mexico
1229,Distrito Federal,Mexico
1230,,Mexico
1231,MORELOS,Mexico
1232,HIDALGO,Mexico
1233,MORELOS,Mexico
1234,,Mexico
1235,BAJA CALIFORNIA,Mexico
1236,,Mexico
1237,MORELOS,Mexico
1238,OAXACA,Mexico
1239,,Mexico
1240,San Luis Potosí,Mexico
1241,CHIAPAS,Mexico
1242,COAHUILA,Mexico
1243,CHIAPAS,Mexico
1244,BAJA CALIFORNIA,Mexico
1245,BAJA CALIFORNIA,Mexico
1246,CHIAPAS,Mexico
1247,CHIAPAS,Mexico
1248,COAHUILA,Mexico
1249,JALISCO,Mexico
1250,BAJA CALIFORNIA SUR,Mexico
1251,JALISCO,Mexico
1252,DURANGO,Mexico
1253,JALISCO,Mexico
1254,CHIAPAS,Mexico
1255,BAJA CALIFORNIA,Mexico
1256,CHIAPAS,Mexico
1257,GUERRERO,Mexico
1258,CHIAPAS,Mexico
1259,CHIAPAS,Mexico
1260,VERACRUZ,Mexico
1261,JALISCO,Mexico
1262,JALISCO,Mexico
1263,CHIAPAS,Mexico
1264,CHIAPAS,Mexico
1265,JALISCO,Mexico
1266,CHIAPAS,Mexico
1267,JALISCO,Mexico
1268,JALISCO,Mexico
1269,,Mexico
1270,COAHUILA,Mexico
1271,QUINTANA ROO,Mexico
1272,JALISCO,Mexico
1273,COAHUILA,Mexico
1274,TAMAULIPAS,Mexico
1275,Distrito Federal,Mexico
1276,Distrito Federal,Mexico
1277,TAMAULIPAS,Mexico
1278,TAMAULIPAS,Mexico
1279,TAMAULIPAS,Mexico
1280,COAHUILA,Mexico
1281,CHIAPAS,Mexico
1282,TAMAULIPAS,Mexico
1283,VERACRUZ,Mexico
1284,CHIAPAS,Mexico
1285,TAMAULIPAS,Mexico
1286,CHIAPAS,Mexico
1287,TAMAULIPAS,Mexico
1288,CHIAPAS,Mexico
1289,,Mexico
1290,TAMAULIPAS,Mexico
1291,,Mexico
1292,COAHUILA,Mexico
1293,TAMAULIPAS,Mexico
1294,Distrito Federal,Mexico
1295,CHIAPAS,Mexico
1296,CHIAPAS,Mexico
1297,PUEBLA,Mexico
1298,Distrito Federal,Mexico
1299,Distrito Federal,Mexico
1300,Distrito Federal,Mexico
1301,JALISCO,Mexico
1302,Distrito Federal,Mexico
1303,Distrito Federal,Mexico
1304,SONORA,Mexico
1305,Distrito Federal,Mexico
1306,JALISCO,Mexico
1307,TAMAULIPAS,Mexico
1308,OAXACA,Mexico
1309,ZACATECAS,Mexico
1310,QUINTANA ROO,Mexico
1311,Nuevo León,Mexico
1312,Distrito Federal,Mexico
1313,PUEBLA,Mexico
1314,Distrito Federal,Mexico
1315,BAJA CALIFORNIA,Mexico
1316,BAJA CALIFORNIA,Mexico
1317,Distrito Federal,Mexico
1318,BAJA CALIFORNIA,Mexico
1319,BAJA CALIFORNIA,Mexico
1320,QUINTANA ROO,Mexico
1321,Distrito Federal,Mexico
1322,BAJA CALIFORNIA,Mexico
1323,Distrito Federal,Mexico
1324,BAJA CALIFORNIA,Mexico
1325,Distrito Federal,Mexico
1326,BAJA CALIFORNIA,Mexico
1327,Nuevo León,Mexico
1328,BAJA CALIFORNIA SUR,Mexico
1329,BAJA CALIFORNIA,Mexico
1330,QUINTANA ROO,Mexico
1331,JALISCO,Mexico
1332,Yucatán,Mexico
1333,,Mexico
1334,TAMAULIPAS,Mexico
1335,SINALOA,Mexico
1336,,Mexico
1337,COAHUILA,Mexico
1338,Yucatán,Mexico
1339,JALISCO,Mexico
1340,Distrito Federal,Mexico
1341,COAHUILA,Mexico
1342,VERACRUZ,Mexico
1343,Distrito Federal,Mexico
1344,,Mexico
1345,Distrito Federal,Mexico
1346,COAHUILA,Mexico
1347,,Mexico
1348,,Mexico
1349,,Mexico
1350,MORELOS,Mexico
1351,Distrito Federal,Mexico
1352,Michoacán,Mexico
1353,PUEBLA,Mexico
1354,,Mexico
1355,PUEBLA,Mexico
1356,Nuevo León,Mexico
1357,OAXACA,Mexico
1358,CHIHUAHUA,Mexico
1359,TABASCO,Mexico
1360,TABASCO,Mexico
1361,,Mexico
1362,Distrito Federal,Mexico
1363,,Mexico
1364,CHIAPAS,Mexico
1365,CHIAPAS,Mexico
1366,TABASCO,Mexico
1367,OAXACA,Mexico
1368,Distrito Federal,Mexico
1369,JALISCO,Mexico
1370,Nuevo León,Mexico
1371,TABASCO,Mexico
1372,,Mexico
1373,,Mexico
1374,COAHUILA,Mexico
1375,PUEBLA,Mexico
1376,,Mexico
1377,TABASCO,Mexico
1378,Distrito Federal,Mexico
1379,OAXACA,Mexico
1380,Distrito Federal,Mexico
1381,Distrito Federal,Mexico
1382,,Mexico
1383,BAJA CALIFORNIA,Mexico
1384,BAJA CALIFORNIA,Mexico
1385,BAJA CALIFORNIA,Mexico
1386,QUINTANA ROO,Mexico
1387,BAJA CALIFORNIA,Mexico
1388,BAJA CALIFORNIA,Mexico
1389,BAJA CALIFORNIA SUR,Mexico
1390,VERACRUZ,Mexico
1391,JALISCO,Mexico
1392,Nuevo León,Mexico
1393,Distrito Federal,Mexico
1394,BAJA CALIFORNIA,Mexico
1395,,Mexico
1396,BAJA CALIFORNIA SUR,Mexico
1397,VERACRUZ,Mexico
1398,CHIAPAS,Mexico
1399,Michoacán,Mexico
1400,,Mexico
1401,,Mexico
1402,,Mexico
1403,COAHUILA,Mexico
1404,,Mexico
1405,San Luis Potosí,Mexico
1406,TABASCO,Mexico
1407,CHIHUAHUA,Mexico
1408,San Luis Potosí,Mexico
1409,TABASCO,Mexico
1410,NAYARIT,Mexico
1411,VERACRUZ,Mexico
1412,Distrito Federal,Mexico
1413,,Mexico
1414,CAMPECHE,Mexico
1415,GUERRERO,Mexico
1416,VERACRUZ,Mexico
1417,,Mexico
1418,San Luis Potosí,Mexico
1419,,Mexico
1420,TABASCO,Mexico
1421,,Mexico
1422,Distrito Federal,Mexico
1423,BAJA CALIFORNIA,Mexico
1424,,Mexico
1425,BAJA CALIFORNIA,Mexico
1426,,Mexico
1427,JALISCO,Mexico
1428,Distrito Federal,Mexico
1429,,Mexico
1430,PUEBLA,Mexico
1431,TABASCO,Mexico
1432,QUINTANA ROO,Mexico
1433,JALISCO,Mexico
1434,San Luis Potosí,Mexico
1435,Distrito Federal,Mexico
1436,JALISCO,Mexico
1437,,Mexico
1438,VERACRUZ,Mexico
1439,GUERRERO,Mexico
1440,Distrito Federal,Mexico
1441,TABASCO,Mexico
1442,COAHUILA,Mexico
1443,SONORA,Mexico
1444,Nuevo León,Mexico
1445,Nuevo León,Mexico
1446,Distrito Federal,Mexico
1447,Distrito Federal,Mexico
1448,NAYARIT,Mexico
1449,Distrito Federal,Mexico
1450,,Mexico
1451,CHIAPAS,Mexico
1452,Distrito Federal,Mexico
1453,TABASCO,Mexico
1454,VERACRUZ,Mexico
1455,BAJA CALIFORNIA,Mexico
1456,BAJA CALIFORNIA,Mexico
1457,SONORA,Mexico
1458,CHIAPAS,Mexico
1459,San Luis Potosí,Mexico
1460,Distrito Federal,Mexico
1461,Nuevo León,Mexico
1462,BAJA CALIFORNIA,Mexico
1463,BAJA CALIFORNIA,Mexico
1464,JALISCO,Mexico
1465,GUERRERO,Mexico
1466,Distrito Federal,Mexico
1467,TABASCO,Mexico
1468,,Mexico
1469,OAXACA,Mexico
1470,TABASCO,Mexico
1471,CHIAPAS,Mexico
1472,Nuevo León,Mexico
1473,SONORA,Mexico
1474,TABASCO,Mexico
1475,,Mexico
1476,CHIAPAS,Mexico
1477,SONORA,Mexico
1478,Querétaro,Mexico
1479,SONORA,Mexico
1480,,Mexico
1481,BAJA CALIFORNIA,Mexico
1482,CAMPECHE,Mexico
1483,BAJA CALIFORNIA,Mexico
1484,QUINTANA ROO,Mexico
1485,Michoacán,Mexico
1486,BAJA CALIFORNIA,Mexico
1487,OAXACA,Mexico
1488,JALISCO,Mexico
1489,CHIAPAS,Mexico
1490,BAJA CALIFORNIA,Mexico
1491,Yucatán,Mexico
1492,JALISCO,Mexico
1493,JALISCO,Mexico
1494,JALISCO,Mexico
1495,CHIAPAS,Mexico
1496,BAJA CALIFORNIA,Mexico
1497,JALISCO,Mexico
1498,JALISCO,Mexico
1499,JALISCO,Mexico
1500,SINALOA,Mexico
1501,JALISCO,Mexico
1502,BAJA CALIFORNIA,Mexico
1503,BAJA CALIFORNIA,Mexico
1504,QUINTANA ROO,Mexico
1505,BAJA CALIFORNIA,Mexico
1506,BAJA CALIFORNIA,Mexico
1507,BAJA CALIFORNIA,Mexico
1508,JALISCO,Mexico
1509,QUINTANA ROO,Mexico
1510,QUINTANA ROO,Mexico
1511,BAJA CALIFORNIA,Mexico
1512,BAJA CALIFORNIA,Mexico
1513,ZACATECAS,Mexico
1514,Distrito Federal,Mexico
1515,,Mexico
1516,,Mexico
1517,NAYARIT,Mexico
1518,Distrito Federal,Mexico
1519,,Mexico
1520,PUEBLA,Mexico
1521,PUEBLA,Mexico
1522,Michoacán,Mexico
1523,,Mexico
1524,Distrito Federal,Mexico
1525,SONORA,Mexico
1526,SONORA,Mexico
1527,,Mexico
1528,,Mexico
1529,Distrito Federal,Mexico
1530,Distrito Federal,Mexico
1531,QUINTANA ROO,Mexico
1532,Distrito Federal,Mexico
1533,CAMPECHE,Mexico
1534,Distrito Federal,Mexico
1535,CHIAPAS,Mexico
1536,Distrito Federal,Mexico
1537,VERACRUZ,Mexico
1538,QUINTANA ROO,Mexico
1539,BAJA CALIFORNIA,Mexico
1540,TAMAULIPAS,Mexico
1541,Distrito Federal,Mexico
1542,BAJA CALIFORNIA SUR,Mexico
1543,QUINTANA ROO,Mexico
1544,,Mexico
1545,QUINTANA ROO,Mexico
1546,CHIAPAS,Mexico
1547,JALISCO,Mexico
1548,JALISCO,Mexico
1549,CHIAPAS,Mexico
1550,Distrito Federal,Mexico
1551,,Mexico
1552,Distrito Federal,Mexico
1553,BAJA CALIFORNIA SUR,Mexico
1554,BAJA CALIFORNIA SUR,Mexico
1555,CHIHUAHUA,Mexico
1556,BAJA CALIFORNIA SUR,Mexico
1557,QUINTANA ROO,Mexico
1558,Nuevo León,Mexico
1559,,Mexico
1560,,Mexico
1561,TAMAULIPAS,Mexico
1562,,Mexico
1563,BAJA CALIFORNIA SUR,Mexico
1564,QUINTANA ROO,Mexico
1565,QUINTANA ROO,Mexico
1566,QUINTANA ROO,Mexico
1567,,Mexico
1568,,Mexico
1569,CHIHUAHUA,Mexico
1570,Distrito Federal,Mexico
1571,QUINTANA ROO,Mexico
1572,QUINTANA ROO,Mexico
1573,QUINTANA ROO,Mexico
1574,Distrito Federal,Mexico
1575,QUINTANA ROO,Mexico
1576,BAJA CALIFORNIA,Mexico
1577,JALISCO,Mexico
1578,,Mexico
1579,COAHUILA,Mexico
1580,,Mexico
1581,COAHUILA,Mexico
1582,COAHUILA,Mexico
1583,,Mexico
1584,Distrito Federal,Mexico
1585,JALISCO,Mexico
1586,HIDALGO,Mexico
1587,CHIHUAHUA,Mexico
1588,COAHUILA,Mexico
1589,Distrito Federal,Mexico
1590,Distrito Federal,Mexico
1591,CHIHUAHUA,Mexico
1592,,Mexico
1593,Distrito Federal,Mexico
1594,BAJA CALIFORNIA SUR,Mexico
1595,JALISCO,Mexico
1596,Distrito Federal,Mexico
1597,Distrito Federal,Mexico
1598,QUINTANA ROO,Mexico
1599,QUINTANA ROO,Mexico
1600,Michoacán,Mexico
1601,QUINTANA ROO,Mexico
1602,,Mexico
1603,PUEBLA,Mexico
1604,Distrito Federal,Mexico
1605,Nuevo León,Mexico
1606,,Mexico
1607,GUANAJUATO,Mexico
1608,PUEBLA,Mexico
1609,Nuevo León,Mexico
1610,TAMAULIPAS,Mexico
1611,GUANAJUATO,Mexico
1612,Nuevo León,Mexico
1613,BAJA CALIFORNIA,Mexico
1614,Distrito Federal,Mexico
1615,Distrito Federal,Mexico
1616,Distrito Federal,Mexico
1617,BAJA CALIFORNIA,Mexico
1618,,Mexico
1619,Distrito Federal,Mexico
1620,Distrito Federal,Mexico
1621,Nuevo León,Mexico
1622,QUINTANA ROO,Mexico
1623,QUINTANA ROO,Mexico
1624,CHIAPAS,Mexico
1625,COAHUILA,Mexico
1626,TABASCO,Mexico
1627,Nuevo León,Mexico
1628,Nuevo León,Mexico
1629,CAMPECHE,Mexico
1630,Distrito Federal,Mexico
1631,JALISCO,Mexico
1632,CHIAPAS,Mexico
1633,TABASCO,Mexico
1634,,Mexico
1635,MORELOS,Mexico
1636,CAMPECHE,Mexico
1637,TABASCO,Mexico
1638,Distrito Federal,Mexico
1639,BAJA CALIFORNIA,Mexico
1640,TABASCO,Mexico
1641,QUINTANA ROO,Mexico
1642,BAJA CALIFORNIA,Mexico
1643,COAHUILA,Mexico
1644,VERACRUZ,Mexico
1645,BAJA CALIFORNIA,Mexico
1646,JALISCO,Mexico
1647,BAJA CALIFORNIA,Mexico
1648,QUINTANA ROO,Mexico
1649,SONORA,Mexico
1650,TAMAULIPAS,Mexico
1651,QUINTANA ROO,Mexico
1652,TABASCO,Mexico
1653,CHIHUAHUA,Mexico
1654,BAJA CALIFORNIA,Mexico
1655,BAJA CALIFORNIA,Mexico
1656,BAJA CALIFORNIA,Mexico
1657,CHIHUAHUA,Mexico
1658,Michoacán,Mexico
1659,ZACATECAS,Mexico
1660,,Mexico
1661,SONORA,Mexico
1662,VERACRUZ,Mexico
1663,,Mexico
1664,Distrito Federal,Mexico
1665,BAJA CALIFORNIA,Mexico
1666,CHIHUAHUA,Mexico
1667,Michoacán,Mexico
1668,SONORA,Mexico
1669,Nuevo León,Mexico
1670,Nuevo León,Mexico
1671,,Mexico
1672,CHIAPAS,Mexico
1673,CHIAPAS,Mexico
1674,TAMAULIPAS,Mexico
1675,Nuevo León,Mexico
1676,QUINTANA ROO,Mexico
1677,TAMAULIPAS,Mexico
1678,,Mexico
1679,Nuevo León,Mexico
1680,,Mexico
1681,TABASCO,Mexico
1682,TAMAULIPAS,Mexico
1683,TAMAULIPAS,Mexico
1684,Distrito Federal,Mexico
1685,TAMAULIPAS,Mexico
1686,Distrito Federal,Mexico
1687,JALISCO,Mexico
1688,BAJA CALIFORNIA,Mexico
1689,QUINTANA ROO,Mexico
1690,SONORA,Mexico
1691,,Mexico
1692,BAJA CALIFORNIA,Mexico
1693,TABASCO,Mexico
1694,Michoacán,Mexico
1695,Yucatán,Mexico
1696,TAMAULIPAS,Mexico
1697,Distrito Federal,Mexico
1698,QUINTANA ROO,Mexico
1699,TAMAULIPAS,Mexico
1700,BAJA CALIFORNIA,Mexico
1701,MORELOS,Mexico
1702,TAMAULIPAS,Mexico
1703,Distrito Federal,Mexico
1704,ZACATECAS,Mexico
1705,CHIHUAHUA,Mexico
1706,,Mexico
1707,,Mexico
1708,TABASCO,Mexico
1709,MORELOS,Mexico
1710,Distrito Federal,Mexico
1711,MORELOS,Mexico
1712,MORELOS,Mexico
1713,Distrito Federal,Mexico
1714,COAHUILA,Mexico
1715,QUINTANA ROO,Mexico
1716,QUINTANA ROO,Mexico
1717,BAJA CALIFORNIA,Mexico
1718,SONORA,Mexico
1719,BAJA CALIFORNIA,Mexico
1720,CHIHUAHUA,Mexico
1721,,Mexico
1722,COAHUILA,Mexico
1723,QUINTANA ROO,Mexico
1724,Michoacán,Mexico
1725,TAMAULIPAS,Mexico
1726,,Mexico
1727,SONORA,Mexico
1728,Nuevo León,Mexico
1729,JALISCO,Mexico
1730,Distrito Federal,Mexico
1731,Querétaro,Mexico
1732,GUANAJUATO,Mexico
1733,BAJA CALIFORNIA,Mexico
1734,AGUASCALIENTES,Mexico
1735,CHIHUAHUA,Mexico
1736,Distrito Federal,Mexico
1737,PUEBLA,Mexico
1738,PUEBLA,Mexico
1739,VERACRUZ,Mexico
1740,,Mexico
1741,Nuevo León,Mexico
1742,JALISCO,Mexico
1743,,Mexico
1744,Nuevo León,Mexico
1745,CHIAPAS,Mexico
1746,Nuevo León,Mexico
1747,QUINTANA ROO,Mexico
1748,HIDALGO,Mexico
1749,HIDALGO,Mexico
1750,QUINTANA ROO,Mexico
1751,HIDALGO,Mexico
1752,QUINTANA ROO,Mexico
1753,TABASCO,Mexico
1754,QUINTANA ROO,Mexico
1755,QUINTANA ROO,Mexico
1756,HIDALGO,Mexico
1757,QUINTANA ROO,Mexico
1758,QUINTANA ROO,Mexico
1759,TLAXCALA,Mexico
1760,TABASCO,Mexico
1761,,Mexico
1762,Nuevo León,Mexico
1763,GUERRERO,Mexico
1764,Nuevo León,Mexico
1765,PUEBLA,Mexico
1766,QUINTANA ROO,Mexico
1767,PUEBLA,Mexico
1768,BAJA CALIFORNIA SUR,Mexico
1769,QUINTANA ROO,Mexico
1770,,Mexico
1771,Nuevo León,Mexico
1772,BAJA CALIFORNIA,Mexico
1773,,Mexico
1774,BAJA CALIFORNIA,Mexico
1775,TABASCO,Mexico
1776,,Mexico
1777,Distrito Federal,Mexico
1778,GUERRERO,Mexico
1779,Distrito Federal,Mexico
1780,DURANGO,Mexico
1781,DURANGO,Mexico
1782,,Mexico
1783,QUINTANA ROO,Mexico
1784,,Mexico
1785,Distrito Federal,Mexico
1786,PUEBLA,Mexico
1787,QUINTANA ROO,Mexico
1788,Distrito Federal,Mexico
1789,Distrito Federal,Mexico
1790,SONORA,Mexico
1791,Nuevo León,Mexico
1792,QUINTANA ROO,Mexico
1793,QUINTANA ROO,Mexico
1794,TABASCO,Mexico
1795,COAHUILA,Mexico
1796,TABASCO,Mexico
1797,,Mexico
1798,BAJA CALIFORNIA,Mexico
1799,QUINTANA ROO,Mexico
1800,HIDALGO,Mexico
1801,Distrito Federal,Mexico
1802,,Mexico
1803,Distrito Federal,Mexico
1804,QUINTANA ROO,Mexico
1805,QUINTANA ROO,Mexico
1806,GUERRERO,Mexico
1807,HIDALGO,Mexico
1808,QUINTANA ROO,Mexico
1809,Nuevo León,Mexico
1810,QUINTANA ROO,Mexico
1811,QUINTANA ROO,Mexico
1812,Nuevo León,Mexico
1813,CHIAPAS,Mexico
1814,CHIAPAS,Mexico
1815,QUINTANA ROO,Mexico
1816,TABASCO,Mexico
1817,Distrito Federal,Mexico
1818,Distrito Federal,Mexico
1819,ZACATECAS,Mexico
1820,QUINTANA ROO,Mexico
1821,,Mexico
1822,QUINTANA ROO,Mexico
1823,MORELOS,Mexico
1824,Distrito Federal,Mexico
1825,JALISCO,Mexico
1826,Distrito Federal,Mexico
1827,,Mexico
1828,MORELOS,Mexico
1829,QUINTANA ROO,Mexico
1830,Distrito Federal,Mexico
1831,PUEBLA,Mexico
1832,Distrito Federal,Mexico
1833,JALISCO,Mexico
1834,TAMAULIPAS,Mexico
1835,TLAXCALA,Mexico
1836,CHIAPAS,Mexico
1837,Distrito Federal,Mexico
1838,CHIAPAS,Mexico
1839,QUINTANA ROO,Mexico
1840,COAHUILA,Mexico
1841,Nuevo León,Mexico
1842,Distrito Federal,Mexico
1843,QUINTANA ROO,Mexico
1844,TLAXCALA,Mexico
1845,CHIAPAS,Mexico
1846,PUEBLA,Mexico
1847,QUINTANA ROO,Mexico
1848,QUINTANA ROO,Mexico
1849,QUINTANA ROO,Mexico
1850,QUINTANA ROO,Mexico
1851,QUINTANA ROO,Mexico
1852,QUINTANA ROO,Mexico
1853,BAJA CALIFORNIA,Mexico
1854,BAJA CALIFORNIA SUR,Mexico
1855,JALISCO,Mexico
1856,QUINTANA ROO,Mexico
1857,,Mexico
1858,BAJA CALIFORNIA,Mexico
1859,JALISCO,Mexico
1860,BAJA CALIFORNIA,Mexico
1861,Distrito Federal,Mexico
1862,,Mexico
1863,BAJA CALIFORNIA SUR,Mexico
1864,Distrito Federal,Mexico
1865,QUINTANA ROO,Mexico
1866,JALISCO,Mexico
1867,JALISCO,Mexico
1868,,Mexico
1869,Nuevo León,Mexico
1870,CHIAPAS,Mexico
1871,QUINTANA ROO,Mexico
1872,BAJA CALIFORNIA,Mexico
1873,COAHUILA,Mexico
1874,PUEBLA,Mexico
1875,BAJA CALIFORNIA SUR,Mexico
