No.,State,Country
1876,BAJA CALIFORNIA SUR,Mexico
1877,CHIAPAS,Mexico
1878,,Mexico
1879,QUINTANA ROO,Mexico
1880,QUINTANA ROO,Mexico
1881,BAJA CALIFORNIA,Mexico
1882,QUINTANA ROO,Mexico
1883,QUINTANA ROO,Mexico
1884,QUINTANA ROO,Mexico
1885,QUINTANA ROO,Mexico
1886,JALISCO,Mexico
1887,QUINTANA ROO,Mexico
1888,CHIAPAS,Mexico
1889,,Mexico
1890,QUINTANA ROO,Mexico
1891,BAJA CALIFORNIA,Mexico
1892,JALISCO,Mexico
1893,Distrito Federal,Mexico
1894,Distrito Federal,Mexico
1895,,Mexico
1896,CHIAPAS,Mexico
1897,JALISCO,Mexico
1898,BAJA CALIFORNIA,Mexico
1899,Distrito Federal,Mexico
1900,BAJA CALIFORNIA,Mexico
1901,BAJA CALIFORNIA SUR,Mexico
1902,QUINTANA ROO,Mexico
1903,BAJA CALIFORNIA,Mexico
1904,,Mexico
1905,Distrito Federal,Mexico
1906,Distrito Federal,Mexico
1907,TLAXCALA,Mexico
1908,BAJA CALIFORNIA,Mexico
1909,ZACATECAS,Mexico
1910,BAJA CALIFORNIA,Mexico
1911,Distrito Federal,Mexico
1912,Michoacán,Mexico
1913,Distrito Federal,Mexico
1914,QUINTANA ROO,Mexico
1915,,Mexico
1916,COAHUILA,Mexico
1917,QUINTANA ROO,Mexico
1918,,Mexico
1919,,Mexico
1920,BAJA CALIFORNIA,Mexico
1921,TLAXCALA,Mexico
1922,AGUASCALIENTES,Mexico
1923,,Mexico
1924,BAJA CALIFORNIA SUR,Mexico
1925,PUEBLA,Mexico
1926,CHIHUAHUA,Mexico
1927,CHIAPAS,Mexico
1928,OAXACA,Mexico
1929,MORELOS,Mexico
1930,TAMAULIPAS,Mexico
1931,TABASCO,Mexico
1932,QUINTANA ROO,Mexico
1933,JALISCO,Mexico
1934,CHIAPAS,Mexico
1935,PUEBLA,Mexico
1936,ZACATECAS,Mexico
1937,Nuevo León,Mexico
1938,Nuevo León,Mexico
1939,Nuevo León,Mexico
1940,OAXACA,Mexico
1941,JALISCO,Mexico
1942,CHIHUAHUA,Mexico
1943,CHIAPAS,Mexico
1944,TABASCO,Mexico
1945,BAJA CALIFORNIA,Mexico
1946,BAJA CALIFORNIA SUR,Mexico
1947,BAJA CALIFORNIA SUR,Mexico
1948,,Mexico
1949,COAHUILA,Mexico
1950,Nuevo León,Mexico
1951,Nuevo León,Mexico
1952,BAJA CALIFORNIA,Mexico
1953,TABASCO,Mexico
1954,Distrito Federal,Mexico
1955,OAXACA,Mexico
1956,Distrito Federal,Mexico
1957,JALISCO,Mexico
1958,QUINTANA ROO,Mexico
1959,Nuevo León,Mexico
1960,TAMAULIPAS,Mexico
1961,TABASCO,Mexico
1962,TABASCO,Mexico
1963,TABASCO,Mexico
1964,TAMAULIPAS,Mexico
1965,,Mexico
1966,PUEBLA,Mexico
1967,BAJA CALIFORNIA SUR,Mexico
1968,QUINTANA ROO,Mexico
1969,TABASCO,Mexico
1970,TABASCO,Mexico
1971,HIDALGO,Mexico
1972,BAJA CALIFORNIA,Mexico
1973,,Mexico
1974,Distrito Federal,Mexico
1975,BAJA CALIFORNIA,Mexico
1976,BAJA CALIFORNIA,Mexico
1977,VERACRUZ,Mexico
1978,CHIAPAS,Mexico
1979,CHIAPAS,Mexico
1980,CHIHUAHUA,Mexico
1981,CHIAPAS,Mexico
1982,Distrito Federal,Mexico
1983,CAMPECHE,Mexico
1984,TAMAULIPAS,Mexico
1985,TAMAULIPAS,Mexico
1986,GUANAJUATO,Mexico
1987,CHIAPAS,Mexico
1988,Nuevo León,Mexico
1989,SONORA,Mexico
1990,TAMAULIPAS,Mexico
1991,VERACRUZ,Mexico
1992,QUINTANA ROO,Mexico
1993,,Mexico
1994,CHIHUAHUA,Mexico
1995,QUINTANA ROO,Mexico
1996,CHIHUAHUA,Mexico
1997,Nuevo León,Mexico
1998,JALISCO,Mexico
1999,TAMAULIPAS,Mexico
2000,VERACRUZ,Mexico
2001,TAMAULIPAS,Mexico
2002,JALISCO,Mexico
2003,CHIAPAS,Mexico
2004,CHIAPAS,Mexico
2005,CHIAPAS,Mexico
2006,Querétaro,Mexico
2007,San Luis Potosí,Mexico
2008,San Luis Potosí,Mexico
2009,JALISCO,Mexico
2010,BAJA CALIFORNIA SUR,Mexico
2011,San Luis Potosí,Mexico
2012,,Mexico
2013,JALISCO,Mexico
2014,San Luis Potosí,Mexico
2015,Distrito Federal,Mexico
2016,Nuevo León,Mexico
2017,Distrito Federal,Mexico
2018,Distrito Federal,Mexico
2019,CHIAPAS,Mexico
2020,TABASCO,Mexico
2021,Distrito Federal,Mexico
2022,Michoacán,Mexico
2023,TABASCO,Mexico
2024,Distrito Federal,Mexico
2025,QUINTANA ROO,Mexico
2026,CHIAPAS,Mexico
2027,QUINTANA ROO,Mexico
2028,QUINTANA ROO,Mexico
2029,QUINTANA ROO,Mexico
2030,Distrito Federal,Mexico
2031,QUINTANA ROO,Mexico
2032,Distrito Federal,Mexico
2033,QUINTANA ROO,Mexico
2034,Nuevo León,Mexico
2035,JALISCO,Mexico
2036,,Mexico
2037,Distrito Federal,Mexico
2038,QUINTANA ROO,Mexico
2039,Distrito Federal,Mexico
2040,QUINTANA ROO,Mexico
2041,Distrito Federal,Mexico
2042,Distrito Federal,Mexico
2043,Distrito Federal,Mexico
2044,Distrito Federal,Mexico
2045,Distrito Federal,Mexico
2046,QUINTANA ROO,Mexico
2047,Distrito Federal,Mexico
2048,Nuevo León,Mexico
2049,Distrito Federal,Mexico
2050,Distrito Federal,Mexico
2051,,Mexico
2052,JALISCO,Mexico
2053,Distrito Federal,Mexico
2054,Distrito Federal,Mexico
2055,Distrito Federal,Mexico
2056,Distrito Federal,Mexico
2057,Distrito Federal,Mexico
2058,Distrito Federal,Mexico
2059,Nuevo León,Mexico
2060,JALISCO,Mexico
2061,Distrito Federal,Mexico
2062,Distrito Federal,Mexico
2063,San Luis Potosí,Mexico
2064,Distrito Federal,Mexico
2065,Distrito Federal,Mexico
2066,Distrito Federal,Mexico
2067,Distrito Federal,Mexico
2068,Distrito Federal,Mexico
2069,,Mexico
2070,,Mexico
2071,,Mexico
2072,OAXACA,Mexico
2073,SONORA,Mexico
2074,Yucatán,Mexico
2075,Distrito Federal,Mexico
2076,Yucatán,Mexico
2077,,Mexico
2078,OAXACA,Mexico
2079,,Mexico
2080,BAJA CALIFORNIA,Mexico
2081,,Mexico
2082,,Mexico
2083,Distrito Federal,Mexico
2084,,Mexico
2085,,Mexico
2086,,Mexico
2087,JALISCO,Mexico
2088,Distrito Federal,Mexico
2089,BAJA CALIFORNIA SUR,Mexico
2090,ZACATECAS,Mexico
2091,Distrito Federal,Mexico
2092,,Mexico
2093,CHIAPAS,Mexico
2094,San Luis Potosí,Mexico
2095,CHIAPAS,Mexico
2096,Distrito Federal,Mexico
2097,JALISCO,Mexico
2098,San Luis Potosí,Mexico
2099,,Mexico
2100,VERACRUZ,Mexico
2101,QUINTANA ROO,Mexico
2102,CHIHUAHUA,Mexico
2103,,Mexico
2104,QUINTANA ROO,Mexico
2105,,Mexico
2106,VERACRUZ,Mexico
2107,,Mexico
2108,,Mexico
2109,BAJA CALIFORNIA,Mexico
2110,BAJA CALIFORNIA,Mexico
2111,,Mexico
2112,,Mexico
2113,Nuevo León,Mexico
2114,JALISCO,Mexico
2115,QUINTANA ROO,Mexico
2116,TABASCO,Mexico
2117,GUERRERO,Mexico
2118,Distrito Federal,Mexico
2119,TAMAULIPAS,Mexico
2120,TAMAULIPAS,Mexico
2121,,Mexico
2122,Distrito Federal,Mexico
2123,Distrito Federal,Mexico
2124,Distrito Federal,Mexico
2125,JALISCO,Mexico
2126,Distrito Federal,Mexico
2127,ZACATECAS,Mexico
2128,Distrito Federal,Mexico
2129,TAMAULIPAS,Mexico
2130,BAJA CALIFORNIA SUR,Mexico
2131,JALISCO,Mexico
2132,Distrito Federal,Mexico
2133,JALISCO,Mexico
2134,SONORA,Mexico
2135,TAMAULIPAS,Mexico
2136,COAHUILA,Mexico
2137,CHIAPAS,Mexico
2138,GUERRERO,Mexico
2139,GUERRERO,Mexico
2140,Distrito Federal,Mexico
2141,BAJA CALIFORNIA,Mexico
2142,COAHUILA,Mexico
2143,Distrito Federal,Mexico
2144,,Mexico
2145,BAJA CALIFORNIA,Mexico
2146,GUERRERO,Mexico
2147,GUANAJUATO,Mexico
2148,Distrito Federal,Mexico
2149,Distrito Federal,Mexico
2150,Distrito Federal,Mexico
2151,JALISCO,Mexico
2152,Distrito Federal,Mexico
2153,Distrito Federal,Mexico
2154,Distrito Federal,Mexico
2155,Distrito Federal,Mexico
2156,Distrito Federal,Mexico
2157,COAHUILA,Mexico
2158,QUINTANA ROO,Mexico
2159,JALISCO,Mexico
2160,Distrito Federal,Mexico
2161,Distrito Federal,Mexico
2162,Distrito Federal,Mexico
2163,Distrito Federal,Mexico
2164,QUINTANA ROO,Mexico
2165,Distrito Federal,Mexico
2166,Distrito Federal,Mexico
2167,SONORA,Mexico
2168,Distrito Federal,Mexico
2169,Distrito Federal,Mexico
2170,Distrito Federal,Mexico
2171,GUANAJUATO,Mexico
2172,Distrito Federal,Mexico
2173,Distrito Federal,Mexico
2174,Distrito Federal,Mexico
2175,GUANAJUATO,Mexico
2176,Distrito Federal,Mexico
2177,Distrito Federal,Mexico
2178,COAHUILA,Mexico
2179,AGUASCALIENTES,Mexico
2180,Distrito Federal,Mexico
2181,Distrito Federal,Mexico
2182,,Mexico
2183,Distrito Federal,Mexico
2184,Distrito Federal,Mexico
2185,Distrito Federal,Mexico
2186,Distrito Federal,Mexico
2187,QUINTANA ROO,Mexico
2188,Distrito Federal,Mexico
2189,Distrito Federal,Mexico
2190,Distrito Federal,Mexico
2191,CHIHUAHUA,Mexico
2192,Distrito Federal,Mexico
2193,Distrito Federal,Mexico
2194,QUINTANA ROO,Mexico
2195,Distrito Federal,Mexico
2196,Distrito Federal,Mexico
2197,QUINTANA ROO,Mexico
2198,CAMPECHE,Mexico
2199,,Mexico
2200,QUINTANA ROO,Mexico
2201,Distrito Federal,Mexico
2202,Distrito Federal,Mexico
2203,Distrito Federal,Mexico
2204,Distrito Federal,Mexico
2205,Distrito Federal,Mexico
2206,QUINTANA ROO,Mexico
2207,QUINTANA ROO,Mexico
2208,Distrito Federal,Mexico
2209,QUINTANA ROO,Mexico
2210,QUINTANA ROO,Mexico
2211,Distrito Federal,Mexico
2212,QUINTANA ROO,Mexico
2213,Distrito Federal,Mexico
2214,Distrito Federal,Mexico
2215,Distrito Federal,Mexico
2216,Distrito Federal,Mexico
2217,Distrito Federal,Mexico
2218,Distrito Federal,Mexico
2219,QUINTANA ROO,Mexico
2220,Distrito Federal,Mexico
2221,Distrito Federal,Mexico
2222,Distrito Federal,Mexico
2223,QUINTANA ROO,Mexico
2224,QUINTANA ROO,Mexico
2225,QUINTANA ROO,Mexico
2226,Distrito Federal,Mexico
2227,Distrito Federal,Mexico
2228,Distrito Federal,Mexico
2229,Distrito Federal,Mexico
2230,QUINTANA ROO,Mexico
2231,CHIAPAS,Mexico
2232,MORELOS,Mexico
2233,JALISCO,Mexico
2234,CHIAPAS,Mexico
2235,Nuevo León,Mexico
2236,Nuevo León,Mexico
2237,,Mexico
2238,CHIAPAS,Mexico
2239,CHIAPAS,Mexico
2240,Yucatán,Mexico
2241,CHIAPAS,Mexico
2242,CHIAPAS,Mexico
2243,JALISCO,Mexico
2244,BAJA CALIFORNIA,Mexico
2245,JALISCO,Mexico
2246,JALISCO,Mexico
2247,CHIAPAS,Mexico
2248,CHIAPAS,Mexico
2249,CHIAPAS,Mexico
2250,CHIAPAS,Mexico
2251,CHIAPAS,Mexico
2252,CHIAPAS,Mexico
2253,,Mexico
2254,CHIAPAS,Mexico
2255,Nuevo León,Mexico
2256,QUINTANA ROO,Mexico
2257,JALISCO,Mexico
2258,CHIAPAS,Mexico
2259,CHIAPAS,Mexico
2260,TAMAULIPAS,Mexico
2261,CHIAPAS,Mexico
2262,CHIAPAS,Mexico
2263,BAJA CALIFORNIA,Mexico
2264,JALISCO,Mexico
2265,BAJA CALIFORNIA,Mexico
2266,Distrito Federal,Mexico
2267,HIDALGO,Mexico
2268,Distrito Federal,Mexico
2269,Nuevo León,Mexico
2270,PUEBLA,Mexico
2271,VERACRUZ,Mexico
2272,Distrito Federal,Mexico
2273,Michoacán,Mexico
2274,Distrito Federal,Mexico
2275,GUANAJUATO,Mexico
2276,VERACRUZ,Mexico
2277,VERACRUZ,Mexico
2278,Nuevo León,Mexico
2279,,Mexico
2280,CHIHUAHUA,Mexico
2281,BAJA CALIFORNIA,Mexico
2282,HIDALGO,Mexico
2283,Distrito Federal,Mexico
2284,,Mexico
2285,BAJA CALIFORNIA,Mexico
2286,Distrito Federal,Mexico
2287,Michoacán,Mexico
2288,CHIAPAS,Mexico
2289,VERACRUZ,Mexico
2290,Distrito Federal,Mexico
2291,VERACRUZ,Mexico
2292,CHIAPAS,Mexico
2293,,Mexico
2294,Distrito Federal,Mexico
2295,Nuevo León,Mexico
2296,TLAXCALA,Mexico
2297,CHIAPAS,Mexico
2298,CHIAPAS,Mexico
2299,,Mexico
2300,CHIAPAS,Mexico
2301,Michoacán,Mexico
2302,SONORA,Mexico
2303,BAJA CALIFORNIA,Mexico
2304,COAHUILA,Mexico
2305,,Mexico
2306,AGUASCALIENTES,Mexico
2307,,Mexico
2308,Distrito Federal,Mexico
2309,,Mexico
2310,TABASCO,Mexico
2311,CHIAPAS,Mexico
2312,CHIAPAS,Mexico
2313,BAJA CALIFORNIA,Mexico
2314,CHIAPAS,Mexico
2315,San Luis Potosí,Mexico
2316,SINALOA,Mexico
2317,Yucatán,Mexico
2318,San Luis Potosí,Mexico
2319,CHIAPAS,Mexico
2320,CHIAPAS,Mexico
2321,Yucatán,Mexico
2322,BAJA CALIFORNIA,Mexico
2323,CHIAPAS,Mexico
2324,OAXACA,Mexico
2325,CHIAPAS,Mexico
2326,TABASCO,Mexico
2327,Distrito Federal,Mexico
2328,PUEBLA,Mexico
2329,TABASCO,Mexico
2330,CHIAPAS,Mexico
2331,VERACRUZ,Mexico
2332,San Luis Potosí,Mexico
2333,Nuevo León,Mexico
2334,,Mexico
2335,SONORA,Mexico
2336,CHIAPAS,Mexico
2337,CHIAPAS,Mexico
2338,,Mexico
2339,San Luis Potosí,Mexico
2340,Distrito Federal,Mexico
2341,QUINTANA ROO,Mexico
2342,Distrito Federal,Mexico
2343,PUEBLA,Mexico
2344,JALISCO,Mexico
2345,COAHUILA,Mexico
2346,QUINTANA ROO,Mexico
2347,JALISCO,Mexico
2348,CHIAPAS,Mexico
2349,MORELOS,Mexico
2350,BAJA CALIFORNIA SUR,Mexico
2351,DURANGO,Mexico
2352,Distrito Federal,Mexico
2353,QUINTANA ROO,Mexico
2354,ZACATECAS,Mexico
2355,JALISCO,Mexico
2356,COAHUILA,Mexico
2357,COAHUILA,Mexico
2358,QUINTANA ROO,Mexico
2359,VERACRUZ,Mexico
2360,,Mexico
2361,JALISCO,Mexico
2362,,Mexico
2363,,Mexico
2364,,Mexico
2365,,Mexico
2366,,Mexico
2367,QUINTANA ROO,Mexico
2368,,Mexico
2369,QUINTANA ROO,Mexico
2370,CHIAPAS,Mexico
2371,,Mexico
2372,,Mexico
2373,,Mexico
2374,QUINTANA ROO,Mexico
2375,QUINTANA ROO,Mexico
2376,QUINTANA ROO,Mexico
2377,JALISCO,Mexico
2378,PUEBLA,Mexico
2379,CHIAPAS,Mexico
2380,Distrito Federal,Mexico
2381,Distrito Federal,Mexico
2382,Distrito Federal,Mexico
2383,Distrito Federal,Mexico
2384,Distrito Federal,Mexico
2385,Distrito Federal,Mexico
2386,Distrito Federal,Mexico
2387,Distrito Federal,Mexico
2388,Distrito Federal,Mexico
2389,Distrito Federal,Mexico
2390,Distrito Federal,Mexico
2391,Distrito Federal,Mexico
2392,Distrito Federal,Mexico
2393,Distrito Federal,Mexico
2394,CHIAPAS,Mexico
2395,CHIAPAS,Mexico
2396,CHIAPAS,Mexico
2397,CHIAPAS,Mexico
2398,CHIAPAS,Mexico
2399,CHIAPAS,Mexico
2400,CHIAPAS,Mexico
2401,Yucatán,Mexico
2402,Yucatán,Mexico
2403,Distrito Federal,Mexico
2404,Distrito Federal,Mexico
2405,VERACRUZ,Mexico
2406,VERACRUZ,Mexico
2407,VERACRUZ,Mexico
2408,VERACRUZ,Mexico
2409,Distrito Federal,Mexico
2410,Distrito Federal,Mexico
2411,Distrito Federal,Mexico
2412,Distrito Federal,Mexico
2413,Distrito Federal,Mexico
2414,Distrito Federal,Mexico
2415,Distrito Federal,Mexico
2416,,Mexico
2417,,Mexico
2418,,Mexico
2419,Distrito Federal,Mexico
2420,Distrito Federal,Mexico
2421,,Mexico
2422,,Mexico
2423,,Mexico
2424,QUINTANA ROO,Mexico
2425,QUINTANA ROO,Mexico
2426,,Mexico
2427,Distrito Federal,Mexico
2428,BAJA CALIFORNIA,Mexico
2429,BAJA CALIFORNIA,Mexico
2430,BAJA CALIFORNIA,Mexico
2431,QUINTANA ROO,Mexico
2432,VERACRUZ,Mexico
2433,Distrito Federal,Mexico
2434,,Mexico
2435,,Mexico
2436,BAJA CALIFORNIA,Mexico
2437,BAJA CALIFORNIA,Mexico
2438,BAJA CALIFORNIA,Mexico
2439,BAJA CALIFORNIA,Mexico
2440,BAJA CALIFORNIA,Mexico
2441,BAJA CALIFORNIA,Mexico
2442,BAJA CALIFORNIA,Mexico
2443,BAJA CALIFORNIA,Mexico
2444,,Mexico
2445,VERACRUZ,Mexico
2446,OAXACA,Mexico
2447,,Mexico
2448,Distrito Federal,Mexico
2449,QUINTANA ROO,Mexico
2450,CHIAPAS,Mexico
2451,CHIAPAS,Mexico
2452,CHIAPAS,Mexico
2453,CHIAPAS,Mexico
2454,CHIAPAS,Mexico
2455,QUINTANA ROO,Mexico
2456,QUINTANA ROO,Mexico
2457,BAJA CALIFORNIA,Mexico
2458,BAJA CALIFORNIA,Mexico
2459,BAJA CALIFORNIA,Mexico
2460,BAJA CALIFORNIA,Mexico
2461,BAJA CALIFORNIA,Mexico
2462,BAJA CALIFORNIA,Mexico
2463,VERACRUZ,Mexico
2464,BAJA CALIFORNIA,Mexico
2465,BAJA CALIFORNIA,Mexico
2466,CHIAPAS,Mexico
2467,CHIAPAS,Mexico
2468,CHIAPAS,Mexico
2469,CHIAPAS,Mexico
2470,Distrito Federal,Mexico
2471,Jalisco,Mexico
2472,Jalisco,Mexico
2473,Distrito Federal,Mexico
2474,Jalisco,Mexico
2475,Jalisco,Mexico
2476,CHIAPAS,Mexico
2477,CHIAPAS,Mexico
2478,Jalisco,Mexico
2479,Jalisco,Mexico
2480,Jalisco,Mexico
2481,Jalisco,Mexico
2482,CHIAPAS,Mexico
2483,Distrito Federal,Mexico
2484,Distrito Federal,Mexico
2485,Distrito Federal,Mexico
2486,Distrito Federal,Mexico
2487,Distrito Federal,Mexico
2488,Distrito Federal,Mexico
2489,Jalisco,Mexico
2490,Distrito Federal,Mexico
2491,Distrito Federal,Mexico
2492,Distrito Federal,Mexico
2493,Distrito Federal,Mexico
2494,Distrito Federal,Mexico
2495,Distrito Federal,Mexico
2496,Distrito Federal,Mexico
2497,,Mexico
2498,Distrito Federal,Mexico
2499,QUINTANA ROO,Mexico
2500,Jalisco,Mexico
2501,Jalisco,Mexico
2502,Jalisco,Mexico
2503,Jalisco,Mexico
2504,QUINTANA ROO,Mexico
2505,QUINTANA ROO,Mexico
2506,QUINTANA ROO,Mexico
2507,QUINTANA ROO,Mexico
2508,CAMPECHE,Mexico
2509,CHIAPAS,Mexico
2510,CHIAPAS,Mexico
2511,CHIAPAS,Mexico
2512,,Mexico
2513,Querétaro,Mexico
2514,ZACATECAS,Mexico
2515,CAMPECHE,Mexico
2516,OAXACA,Mexico
2517,Michoacán,Mexico
2518,Querétaro,Mexico
2519,,Mexico
2520,BAJA CALIFORNIA,Mexico
2521,Yucatán,Mexico
2522,,Mexico
2523,QUINTANA ROO,Mexico
2524,QUINTANA ROO,Mexico
2525,QUINTANA ROO,Mexico
2526,QUINTANA ROO,Mexico
2527,,Mexico
2528,,Mexico
2529,San Luis Potosí,Mexico
2530,Chihuahua,Mexico
2531,BAJA CALIFORNIA,Mexico
2532,BAJA CALIFORNIA,Mexico
2533,Chihuahua,Mexico
2534,,Mexico
2535,,Mexico
2536,Nuevo León,Mexico
2537,Nuevo León,Mexico
2538,Nuevo León,Mexico
2539,Nuevo León,Mexico
2540,VERACRUZ,Mexico
2541,SONORA,Mexico
2542,Chihuahua,Mexico
2543,CHIAPAS,Mexico
2544,Michoacán,Mexico
2545,Distrito Federal,Mexico
2546,Distrito Federal,Mexico
2547,Distrito Federal,Mexico
2548,Distrito Federal,Mexico
2549,Distrito Federal,Mexico
2550,Distrito Federal,Mexico
2551,OAXACA,Mexico
2552,San Luis Potosí,Mexico
2553,VERACRUZ,Mexico
2554,VERACRUZ,Mexico
2555,CHIAPAS,Mexico
2556,Michoacán,Mexico
2557,San Luis Potosí,Mexico
2558,CHIAPAS,Mexico
2559,CHIAPAS,Mexico
2560,QUINTANA ROO,Mexico
2561,HIDALGO,Mexico
2562,QUINTANA ROO,Mexico
2563,SONORA,Mexico
2564,HIDALGO,Mexico
2565,,Mexico
2566,,Mexico
2567,CHIAPAS,Mexico
2568,CHIAPAS,Mexico
2569,CHIAPAS,Mexico
2570,CHIAPAS,Mexico
2571,CHIAPAS,Mexico
2572,CHIAPAS,Mexico
2573,CHIAPAS,Mexico
2574,CHIAPAS,Mexico
2575,CHIAPAS,Mexico
2576,CHIAPAS,Mexico
2577,CHIAPAS,Mexico
2578,VERACRUZ,Mexico
2579,VERACRUZ,Mexico
2580,VERACRUZ,Mexico
2581,VERACRUZ,Mexico
2582,QUINTANA ROO,Mexico
2583,QUINTANA ROO,Mexico
2584,QUINTANA ROO,Mexico
2585,QUINTANA ROO,Mexico
2586,Distrito Federal,Mexico
2587,Distrito Federal,Mexico
2588,Distrito Federal,Mexico
2589,Distrito Federal,Mexico
2590,Distrito Federal,Mexico
2591,Distrito Federal,Mexico
2592,Distrito Federal,Mexico
2593,Yucatán,Mexico
2594,TABASCO,Mexico
2595,TABASCO,Mexico
2596,TABASCO,Mexico
2597,TABASCO,Mexico
2598,TABASCO,Mexico
2599,TABASCO,Mexico
2600,TABASCO,Mexico
2601,TABASCO,Mexico
2602,TABASCO,Mexico
2603,COAHUILA,Mexico
2604,COAHUILA,Mexico
2605,COAHUILA,Mexico
2606,VERACRUZ,Mexico
2607,VERACRUZ,Mexico
2608,CHIAPAS,Mexico
2609,CHIAPAS,Mexico
2610,CHIAPAS,Mexico
2611,CHIAPAS,Mexico
2612,CHIAPAS,Mexico
2613,CHIAPAS,Mexico
2614,CHIAPAS,Mexico
2615,CHIAPAS,Mexico
2616,CHIAPAS,Mexico
2617,CHIAPAS,Mexico
2618,CHIAPAS,Mexico
2619,Nuevo León,Mexico
2620,Nuevo León,Mexico
2621,Nuevo León,Mexico
2622,Nuevo León,Mexico
2623,Nuevo León,Mexico
2624,Nuevo León,Mexico
2625,Nuevo León,Mexico
2626,Nuevo León,Mexico
2627,Nuevo León,Mexico
2628,Nuevo León,Mexico
2629,TAMAULIPAS,Mexico
2630,TAMAULIPAS,Mexico
2631,TAMAULIPAS,Mexico
2632,TAMAULIPAS,Mexico
2633,TAMAULIPAS,Mexico
2634,TAMAULIPAS,Mexico
2635,TAMAULIPAS,Mexico
2636,TAMAULIPAS,Mexico
2637,TAMAULIPAS,Mexico
2638,CHIAPAS,Mexico
2639,CHIAPAS,Mexico
2640,CHIAPAS,Mexico
2641,CHIAPAS,Mexico
2642,CHIAPAS,Mexico
2643,CHIAPAS,Mexico
2644,CHIAPAS,Mexico
2645,VERACRUZ,Mexico
2646,VERACRUZ,Mexico
2647,VERACRUZ,Mexico
2648,VERACRUZ,Mexico
2649,VERACRUZ,Mexico
2650,VERACRUZ,Mexico
2651,VERACRUZ,Mexico
2652,TABASCO,Mexico
2653,OAXACA,Mexico
2654,OAXACA,Mexico
2655,OAXACA,Mexico
2656,OAXACA,Mexico
2657,OAXACA,Mexico
2658,OAXACA,Mexico
2659,OAXACA,Mexico
2660,OAXACA,Mexico
2661,CHIAPAS,Mexico
2662,CHIAPAS,Mexico
2663,CHIAPAS,Mexico
2664,CHIAPAS,Mexico
2665,CHIAPAS,Mexico
2666,CHIAPAS,Mexico
2667,CHIAPAS,Mexico
2668,CHIAPAS,Mexico
2669,CHIAPAS,Mexico
2670,CHIAPAS,Mexico
2671,CHIAPAS,Mexico
2672,CHIAPAS,Mexico
2673,SONORA,Mexico
2674,SONORA,Mexico
2675,SONORA,Mexico
2676,SONORA,Mexico
2677,VERACRUZ,Mexico
2678,CHIAPAS,Mexico
2679,SONORA,Mexico
2680,SONORA,Mexico
2681,CHIAPAS,Mexico
2682,CHIAPAS,Mexico
2683,CHIAPAS,Mexico
2684,CHIAPAS,Mexico
2685,CHIAPAS,Mexico
2686,CHIAPAS,Mexico
2687,CHIAPAS,Mexico
2688,CHIAPAS,Mexico
2689,CHIAPAS,Mexico
2690,CHIAPAS,Mexico
2691,CHIAPAS,Mexico
2692,CHIAPAS,Mexico
2693,CHIAPAS,Mexico
2694,CHIAPAS,Mexico
2695,CHIAPAS,Mexico
2696,CHIAPAS,Mexico
2697,SONORA,Mexico
2698,SONORA,Mexico
2699,SONORA,Mexico
2700,SONORA,Mexico
2701,SONORA,Mexico
2702,SONORA,Mexico
2703,SONORA,Mexico
2704,SONORA,Mexico
2705,SONORA,Mexico
2706,CHIAPAS,Mexico
2707,SONORA,Mexico
2708,SONORA,Mexico
2709,SONORA,Mexico
2710,SONORA,Mexico
2711,Chihuahua,Mexico
2712,Chihuahua,Mexico
2713,Chihuahua,Mexico
2714,Chihuahua,Mexico
2715,Chihuahua,Mexico
2716,Chihuahua,Mexico
2717,Chihuahua,Mexico
2718,Chihuahua,Mexico
2719,Chihuahua,Mexico
2720,Chihuahua,Mexico
2721,COAHUILA,Mexico
2722,QUINTANA ROO,Mexico
2723,QUINTANA ROO,Mexico
2724,QUINTANA ROO,Mexico
2725,QUINTANA ROO,Mexico
2726,QUINTANA ROO,Mexico
2727,QUINTANA ROO,Mexico
2728,QUINTANA ROO,Mexico
2729,QUINTANA ROO,Mexico
2730,QUINTANA ROO,Mexico
2731,QUINTANA ROO,Mexico
2732,QUINTANA ROO,Mexico
2733,QUINTANA ROO,Mexico
2734,QUINTANA ROO,Mexico
2735,QUINTANA ROO,Mexico
2736,OAXACA,Mexico
2737,OAXACA,Mexico
2738,GUANAJUATO,Mexico
2739,GUANAJUATO,Mexico
2740,GUANAJUATO,Mexico
2741,GUANAJUATO,Mexico
2742,OAXACA,Mexico
2743,CHIAPAS,Mexico
2744,Distrito Federal,Mexico
2745,GUANAJUATO,Mexico
2746,Michoacán,Mexico
2747,Yucatán,Mexico
2748,OAXACA,Mexico
2749,OAXACA,Mexico
2750,COAHUILA,Mexico
2751,VERACRUZ,Mexico
2752,SONORA,Mexico
2753,,Mexico
2754,SONORA,Mexico
2755,Michoacán,Mexico
2756,VERACRUZ,Mexico
2757,VERACRUZ,Mexico
2758,VERACRUZ,Mexico
2759,CHIAPAS,Mexico
2760,MORELOS,Mexico
2761,Distrito Federal,Mexico
2762,TABASCO,Mexico
2763,TABASCO,Mexico
2764,TABASCO,Mexico
2765,,Mexico
2766,CHIAPAS,Mexico
2767,Distrito Federal,Mexico
2768,Distrito Federal,Mexico
2769,Distrito Federal,Mexico
2770,BAJA CALIFORNIA SUR,Mexico
2771,BAJA CALIFORNIA,Mexico
2772,Chihuahua,Mexico
2773,MORELOS,Mexico
