Expediente,Ubicacion ,Fecha de Registro,Fecha de Conclusion,Razon de Conclusion,Hechos Violatorios,Autoridad,Pais,Hechos Violatorios,Agency
[T ]2019/7326,Tabasco,,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,Tabasco Governor
[T ]2019/7327,Veracruz,,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/7328,Veracruz,,10/31/19,POR NO EXISTIR MATERIA,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/7656,Chiapas,9/4/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/7660,Chihuahua,9/4/19,10/8/19,DURANTE EL TRAMITE RESPECTIVO,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[T ]2019/7663,Nuevo León,9/4/19,,,ACCIONES U OMISIONES CONTRARIAS A LOS DERECHOS A LAS PERSONAS PRIVADAS DE SU LIBERTAD,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/7665,Nuevo León,9/4/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/7672,Veracruz,9/5/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,COMAR
[T ]2019/7673,Chiapas,9/5/19,,,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[C ]2019/7756,Distrito Federal,9/6/19,9/30/19,DURANTE EL TRAMITE RESPECTIVO,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,Instituto Nacional de Migracion,Mexico,Administrative Procedures,INM.
[C ]2019/7757,Distrito Federal,9/6/19,9/30/19,DURANTE EL TRAMITE RESPECTIVO,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,Instituto Nacional de Migracion,Mexico,Administrative Procedures,INM.
[C ]2019/7758,Distrito Federal,9/6/19,10/31/19,ORIENTACION,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[T ]2019/7760,Estado de México,9/6/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/7761,Distrito Federal,9/6/19,,,PRESTAR INDEBIDAMENTE EL SERVICIO PUBLICO,Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[C ]2019/7780,Distrito Federal,9/6/19,10/31/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/7782,Distrito Federal,9/6/19,10/31/19,POR NO EXISTIR MATERIA,ACCIONES  Y OMISIONES CONTRARIOS A LA LEGALIDAD,Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[C ]2019/7783,Distrito Federal,9/6/19,10/31/19,ORIENTACION,OMITIR MOTIVAR EL ACTO DE AUTORIDAD,Instituto Nacional de Migracion,Mexico,Administrative Procedures,INM.
[T ]2019/7785,Distrito Federal,9/6/19,,,ACCIONES  Y OMISIONES CONTRARIOS A LA LEGALIDAD,Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[T ]2019/7797,Chiapas,9/9/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/7798,Chiapas,9/9/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/7801,Chiapas,9/9/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,"COMITAN DE DOMINGUEZ, CHIAPAS."
[T ]2019/7802,Sonora,9/9/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/7808,Quintana Roo,9/9/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/7811,Chiapas,9/9/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/7908,Chiapas,9/10/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,National Guard
[T ]2019/7909,Oaxaca,9/10/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/7911,Chihuahua,9/10/19,,,DETENCION ARBITRARIA,Instituto Nacional de Migracion,Mexico,Detention,INM.
[C ]2019/7915,Veracruz,9/10/19,9/30/19,ACUMULACION,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[T ]2019/7918,Tabasco,9/10/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,COMAR
[C ]2019/7926,Baja California,9/11/19,10/25/19,POR NO EXISTIR MATERIA,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/7928,Coahuila,9/11/19,,,ACCIONES U OMISIONES CONTRARIAS A LOS DERECHOS A LAS PERSONAS PRIVADAS DE SU LIBERTAD,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/7929,Chiapas,9/11/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/7930,Chiapas,9/11/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/7932,Veracruz,9/11/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/7933,Nuevo León,9/11/19,,,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[C ]2019/8062,Chiapas,9/12/19,9/19/19,FALTA DE INTERES PROCESAL DEL QUEJOSO,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/8063,Chiapas,9/12/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/8064,Veracruz,9/12/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/8076,Tabasco,9/12/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,Attorney General
[C ]2019/8077,Tabasco,9/12/19,9/25/19,ACUMULACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/8116,Distrito Federal,9/13/19,,,ACCIONES  Y OMISIONES CONTRARIOS A LA LEGALIDAD,Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[T ]2019/8176,Chiapas,9/17/19,,,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,COMAR
[C ]2019/8255,Quintana Roo,9/20/19,10/17/19,ORIENTACION,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/8416,Veracruz,9/25/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,National Guard
[T ]2019/8417,Nuevo León,9/25/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/8461,Distrito Federal,9/25/19,10/31/19,DURANTE EL TRAMITE RESPECTIVO,ACCIONES  Y OMISIONES CONTRARIOS A LA LEGALIDAD,Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[T ]2019/8462,Distrito Federal,9/25/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/8464,Distrito Federal,9/25/19,,,OMITIR FUNDAR EL ACTO DE AUTORIDAD,Instituto Nacional de Migracion,Mexico,Administrative Procedures,INM.
[T ]2019/8528,Veracruz,9/26/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/8557,Sonora,9/27/19,,,ACCIONES U OMISIONES CONTRARIAS A LOS DERECHOS A LAS PERSONAS PRIVADAS DE SU LIBERTAD,Instituto Nacional de Migracion,Mexico,Migrants' Rights,"CABORCA, SONORA."
[C ]2019/8567,Yucatán,10/7/19,10/30/19,DURANTE EL TRAMITE RESPECTIVO,OMITIR RESOLVER RESPECTO DE LA SITUACION JURIDICA MIGRATORIA,Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[T ]2019/8585,Nuevo León,10/7/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/8727,Distrito Federal,10/8/19,,,OMITIR FUNDAR EL ACTO DE AUTORIDAD,Instituto Nacional de Migracion,Mexico,Administrative Procedures,INM.
[T ]2019/8728,Distrito Federal,10/8/19,,,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[T ]2019/8729,Distrito Federal,10/8/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,Attorney General
[T ]2019/8731,Distrito Federal,10/8/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/8825,Distrito Federal,10/8/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/8826,Distrito Federal,10/8/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/8828,Distrito Federal,10/8/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/8829,Distrito Federal,10/8/19,,,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,Instituto Nacional de Migracion,Mexico,Administrative Procedures,INM.
[T ]2019/8927,Distrito Federal,10/10/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/8930,Tamaulipas,10/10/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/8935,Chiapas,10/10/19,,,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,Chiapas Attorney General
[T ]2019/8936,Chiapas,10/10/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/8938,Veracruz,10/10/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/8940,Chiapas,10/10/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/8941,Oaxaca,10/10/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/8942,Oaxaca,10/10/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/8944,Oaxaca,10/10/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/8945,Tamaulipas,10/10/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/8946,Chiapas,10/10/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/8947,Chiapas,10/10/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/8948,Oaxaca,10/10/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/8949,Veracruz,10/10/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/8950,Chiapas,10/10/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/8951,Veracruz,10/10/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/8954,Tabasco,10/10/19,10/22/19,POR NO EXISTIR MATERIA,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/8955,Tabasco,10/10/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9132,Veracruz,10/14/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9133,Veracruz,10/14/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9134,Coahuila,10/14/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,"Piedras Negras, Coahuila"
[T ]2019/9136,Veracruz,10/14/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9139,Chihuahua,10/14/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9291,Chiapas,10/16/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9292,Chiapas,10/16/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[C ]2019/9293,Chiapas,10/16/19,10/18/19,FALTA DE INTERES PROCESAL DEL QUEJOSO,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9294,Chiapas,10/16/19,,,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,Chiapas Attorney General
[T ]2019/9354,Distrito Federal,10/17/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9355,Distrito Federal,10/17/19,,,OMITIR FUNDAR EL ACTO DE AUTORIDAD,Instituto Nacional de Migracion,Mexico,Administrative Procedures,INM.
[T ]2019/9360,Chiapas,10/17/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9361,Chiapas,10/17/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9481,Chiapas,10/21/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9482,Chiapas,10/21/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9510,Quintana Roo,10/21/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9512,Baja California,10/21/19,,,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[T ]2019/9629,Distrito Federal,10/23/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9693,Chiapas,10/24/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9694,Chiapas,10/24/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9699,Distrito Federal,10/24/19,,,"FALTAR A LA LEGALIDAD, HONRADEZ, LEALTAD, IMPARCIALIDAD Y EFICACIA EN EL DESEMPEÑO DE LAS FUNCIONES, EMPLEOS, CARGOS O COMISIONES",Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[T ]2019/9701,Oaxaca,10/24/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9704,Chiapas,10/24/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9728,Distrito Federal,10/24/19,,,ACCIONES  Y OMISIONES CONTRARIOS A LA LEGALIDAD,Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[T ]2019/9731,Distrito Federal,10/24/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9732,Distrito Federal,10/24/19,,,OMITIR RESOLVER RESPECTO DE LA SITUACION JURIDICA MIGRATORIA,Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[T ]2019/9733,Distrito Federal,10/24/19,,,DILACION EN EL PROCEDIMIENTO ADMINISTRATIVO,Instituto Nacional de Migracion,Mexico,Administrative Procedures,INM.
[T ]2019/9734,Distrito Federal,10/24/19,,,OMITIR FUNDAR EL ACTO DE AUTORIDAD,Instituto Nacional de Migracion,Mexico,Administrative Procedures,INM.
[T ]2019/9736,Distrito Federal,10/25/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9737,Distrito Federal,10/25/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9738,Distrito Federal,10/25/19,,,PRACTICAR DE MANERA NEGLIGENTE LAS DILIGENCIAS,Instituto Nacional de Migracion,Mexico,Negligence,INM.
[T ]2019/9745,Morelos,10/25/19,,,ACCIONES  Y OMISIONES CONTRARIOS A LA LEGALIDAD,Instituto Nacional de Migracion,Mexico,Unlawful Actions,INM.
[T ]2019/9746,Distrito Federal,10/25/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9747,Quintana Roo,10/25/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9748,Distrito Federal,10/25/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9749,Distrito Federal,10/25/19,,,ACCIONES  Y OMISIONES CONTRARIOS A LA LEGALIDAD,Instituto Nacional de Migracion,Mexico,Unlawful Actions,COMAR
[T ]2019/9750,Veracruz,10/25/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9752,Distrito Federal,10/25/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
[T ]2019/9753,Distrito Federal,10/25/19,,,ACCIONES Y OMISIONES QUE TRANSGREDEN LOS DERECHOS A LOS MIGRANTES Y DE SUS FAMILIARES,Instituto Nacional de Migracion,Mexico,Migrants' Rights,INM.
